ID,EST,RUS,PoS,score
2139,köök,ванная,nouns,1.0
2140,kõrs,задача,nouns,0.15
2141,kahur,ядро,nouns,1.3
2142,heameelt tegema,удовлетворять,verbs,2.8
2143,abielluma,обручаться,verbs,1.65
2144,tüssama,мошенничать,verbs,4.7
2145,valetama,отрицать,verbs,1.15
2146,vaidlema,требовать,verbs,1.2
2147,valetama,притворяться,verbs,2.9
2148,asetäitja,офицер,nouns,1.35
2149,vangla,выбор,nouns,0.2
2150,pöörane,несчастный,adjectives,0.75
2151,jahikoer,лиса,nouns,0.65
2152,baas,ступня,nouns,0.25
2153,liikuma,ткать,verbs,0.2
2154,patarei,театр,nouns,0.2
2155,ruum,камера,nouns,1.5
2156,org,депрессия,nouns,0.3
2157,suusatamine,сноуборд,nouns,2.1
2158,helikopter,самолет,nouns,1.75
2159,troon,меч,nouns,0.4
2160,umbes,очевидно,adverbs,0.1
2161,hindama,изучать,verbs,1.55
2162,saama,оставаться,verbs,0.0
2163,tuba,ванна,nouns,1.1
2164,võtma,нести,verbs,0.7
2165,mikroskoop,биолог,nouns,1.15
2166,uskuma,принимать,verbs,1.15
2167,lumetorm,дождь,nouns,1.0
2168,poiss,солдат,nouns,0.9
2169,mugul,цветок,nouns,0.65
2170,mees,охранник,nouns,1.2
2171,lubama,утвердить,verbs,3.25
2172,võtma,оставлять,verbs,0.45
2173,lõik,страница,nouns,1.3
2174,imiteerima,захватить,verbs,0.45
2175,liha,бекон,nouns,2.65
2176,regulaarselt,иногда,adverbs,0.8
2177,närviline,испуганный,adjectives,1.8
2178,purustamine,построение,nouns,0.6
2179,lisama,строить,verbs,0.7
2180,kiiver,оружие,nouns,0.85
2181,jumal,жертва,nouns,0.25
2182,klaaspurk,чашка,nouns,1.15
2183,naerma,хихикать,verbs,4.05
2184,pettumus,злость,nouns,2.1
2185,bänd,износоустойчивость,nouns,0.15
2186,looma,рисовать,verbs,1.1
2187,kõndima,хромать,verbs,1.6
2188,mäng,действие,nouns,1.95
2189,kummaline,необычный,adjectives,4.85
2190,lõuna,север,nouns,0.8
2191,refrään,певец,nouns,1.45
2192,reisima,ходить,verbs,2.1
2193,näljane,иссохший,adjectives,1.55
2194,putukamürk,вредитель,nouns,1.0
2195,mõtlema,размышлять,verbs,4.45
2196,nädalavahetus,гонка,nouns,0.0
2197,magistraat,судья,nouns,1.4
2198,tädi,племянник,nouns,1.0
2199,oluline,необходимый,adjectives,4.2
2200,ranne,кисть,nouns,2.1
2201,läbirääkimine,дипломатия,nouns,2.6
2202,seisund,мальчик,nouns,0.05
2203,selgitama,определять,verbs,3.8
2204,kurv,угол,nouns,2.1
2205,ebaausalt,довольно,adverbs,0.35
2206,abiline,наставник,nouns,1.95
2207,haiget tegema,дразнить,verbs,2.6
2208,vestlus,общение,nouns,4.3
2209,valem,уравнение,nouns,2.9
2210,metsamajake,коттедж,nouns,4.0
2211,raamat,статья,nouns,1.05
2212,ilmnema,происходить,verbs,2.05
2213,kaaspiloot,кокпит,nouns,0.75
2214,talv,лето,nouns,0.8
2215,teema,книга,nouns,0.83
2216,magamistuba,ванная,nouns,1.05
2217,jääma,достигать,verbs,0.0
2218,pühak,грешник,nouns,0.55
2219,pall,корзина,nouns,0.8
2220,ütlema,подтверждать,verbs,1.3
2221,näitleja,телевидение,nouns,1.1
2222,elegants,стиль,nouns,3.5
2223,ühendama,растворять,verbs,1.2
2224,janune,голодный,adjectives,1.55
2225,vahetama,изменять,verbs,2.55
2226,pesapall,братство,nouns,0.4
2227,veendunud,нервный,adjectives,0.2
2228,informeerima,полировать,verbs,0.0
2229,ühinema,приобретать,verbs,0.35
2230,poiss,сын,nouns,2.4
2231,kunstnik,искусства,nouns,1.35
2232,põlv,рука,nouns,0.85
2233,kindlus,настрой,nouns,1.2
2234,selgroog,шея,nouns,1.55
2235,aktiivselt,точно,adverbs,0.25
2236,intelligentsus,невежество,nouns,0.55
2237,jalg,песок,nouns,0.05
2238,ebakindel,испуганный,adjectives,1.9
2239,piloot,водитель,nouns,1.85
2240,õhk,молекула,nouns,0.95
2241,kogunema,собирать,verbs,1.4
2242,medal,тренери,nouns,0.3
2243,pesema,полоскать,verbs,2.95
2244,maitsetaim,марихуана,nouns,1.9
2245,palee,небоскреб,nouns,1.05
2246,uskuma,знать,verbs,1.2
2247,tulnukas,чужеземец,nouns,2.65
2248,rikkumine,преступление,nouns,3.85
2249,kaks korda,один раз,adverbs,0.45
2250,ajurünnak,телескоп,nouns,0.0
2251,hing,брат,nouns,0.8
2252,räpane,удивительный,adjectives,0.25
2253,lubama,разъедать,verbs,0.1
2254,koosseis,вокалист,nouns,0.4
2255,floora,природа,nouns,2.8
2256,piiskop,мусульман,nouns,0.6
2257,hauakamber,перезахоронения,nouns,1.25
2258,hankima,приобретать,verbs,2.9
2259,uhkelt,мирно,adverbs,0.35
2260,keha,рука,nouns,1.05
2261,vastutustundlikult,надежно,adverbs,3.35
2262,kohalikult,тесно,adverbs,0.85
2263,ohver,телефон,nouns,0.15
2264,otseloomulikult,благоразумно,adverbs,0.5
2265,delikaatselt,теперь,adverbs,0.2
2266,kaks korda,множественный,adverbs,1.15
2267,pingutus,трудность,nouns,1.85
2268,paraad,оркестр,nouns,0.95
2269,pliiats,сказка,nouns,0.25
2270,molekul,матрица,nouns,0.85
2271,raamat,информация,nouns,1.25
2272,kokku hoidma,коллекционировать,verbs,2.25
2273,vürtsikas,хороший,adjectives,0.9
2274,mehaanik,работник,nouns,2.05
2275,kaitsma,хранить,verbs,2.55
2276,šampus,виски,nouns,1.05
2277,hiir,палуба,nouns,0.55
2278,au,почтение,nouns,3.1
2279,võti,корона,nouns,0.45
2280,maja,ключ,nouns,0.9
2281,arutelu,спор,nouns,3.4
2282,taburet,стул,nouns,3.45
2283,uks,братство,nouns,0.15
2284,kuulma,говорить,verbs,0.5
2285,advokaat,банкир,nouns,1.0
2286,rikkuma,нюхать,verbs,0.0
2287,eriline,ценный,adjectives,2.5
2288,tavaline,потрясающий,adjectives,0.4
2289,raamat,литература,nouns,2.35
2290,võtma,завладевать,verbs,2.4
2291,ümbermaailmareis,багаж,nouns,0.95
2292,väsinud,голодный,adjectives,0.7
2293,nädal,выходной,nouns,1.0
2294,peatama,ждать,verbs,1.05
2295,rist,монах,nouns,1.25
2296,mantel,шляпа,nouns,0.85
2297,õhtueine,завтрак,nouns,0.95
2298,aed,шланг,nouns,0.85
2299,galaktika,приложение,nouns,0.4
2300,käekell,юбка,nouns,0.2
2301,pistrik,орел,nouns,1.5
2302,eitama,принимать,verbs,0.2
2303,vahetama,восстанавливать,verbs,0.95
2304,heledus,звезда,nouns,1.4
2305,umbes,минимально,adverbs,0.45
2306,iidne,новый,adjectives,0.2
2307,muru,корень,nouns,0.9
2308,deemant,деньги,nouns,1.0
2309,julm,жесткий,adjectives,2.65
2310,närv,мужество,nouns,1.15
2311,jahu,хлеб,nouns,1.25
2312,neuropsühholoogia,парапсихология,nouns,1.4
2313,juhendaja,учитель,nouns,4.45
2314,lisama,отделять,verbs,0.15
2315,halb,нечестный,adjectives,1.75
2316,põhiliselt,критично,adverbs,0.5
2317,küüs,палец,nouns,1.25
2318,rändama,бродить,verbs,3.75
2319,taastama,заменять,verbs,0.95
2320,rahvastik,народ,nouns,2.9
2321,käsi,шея,nouns,0.75
2322,muusika,мелодия,nouns,3.5
2323,ühinema,добавлять,verbs,1.45
2324,komm,яблоко,nouns,0.75
2325,leht,саженец,nouns,0.9
2326,komistama,падать,verbs,1.7
2327,suur,гибкий,adjectives,0.2
2328,tuba,кровать,nouns,0.7
2329,kurbus,счастье,nouns,0.55
2330,liputeadus,флаг,nouns,1.25
2331,uks,присутствие,nouns,0.3
2332,kombineerima,смешивать,verbs,2.95
2333,taevas,вселенная,nouns,1.55
2334,keha,грудь,nouns,1.65
2335,hoidma,давать,verbs,0.35
2336,vallutus,псалом,nouns,0.15
2337,film,фильм,nouns,4.65
2338,ortodont,дантист,nouns,4.75
2339,perv,гора,nouns,1.05
2340,väärtus,вера,nouns,1.35
2341,jõud,выносливость,nouns,2.75
2342,katteta,покрытый,adjectives,0.3
2343,peekon,мясо,nouns,2.65
2344,president,ученик,nouns,0.35
2345,pöörane,безумный,adjectives,5.1
2346,agressivne,грубый,adjectives,3.35
2347,kunstiteos,художник,nouns,1.35
2348,tihti,редко,adverbs,0.35
2349,soo,озеро,nouns,0.7
2350,täkkvarss,конь,nouns,2.9
2351,kaabel,волшебник,nouns,0.0
2352,umbes,легко,adverbs,0.45
2353,teesklema,казаться,verbs,2.75
2354,vabadus,цензура,nouns,0.55
2355,meeleheide,бедствование,nouns,2.1
2356,sisenema,покидать,verbs,0.25
2357,valetama,обвинять,verbs,0.35
2358,hambaarst,полковник,nouns,0.05
2359,kurbus,стыд,nouns,0.95
2360,lämmatama,обнимать,verbs,0.65
2361,leidma,убегать,verbs,0.2
2362,häll,кроватка,nouns,3.6
2363,kuningas,принцесса,nouns,1.15
2364,rütm,арифметика,nouns,0.75
2365,häbelik,напуганный,adjectives,1.1
2366,kuningas,непотизм,nouns,0.8
2367,õpetama,наказать,verbs,0.1
2368,lina,ткань,nouns,2.5
2369,lill,выносливость,nouns,0.15
2370,kitarr,скрипка,nouns,1.1
2371,pikk,узкий,adjectives,0.6
2372,alkohol,виски,nouns,2.35
2373,segadusse ajama,учить,verbs,0.3
2374,nööp,одежда,nouns,1.05
2375,religioon,секулярист,nouns,1.1
2376,toetaja,крикет,nouns,0.0
2377,kriket,сторонник,nouns,0.0
2378,kael,рука,nouns,0.75
2379,lill,вера,nouns,0.1
2380,ühinema,участвовать,verbs,1.35
2381,süütu,свободный,adjectives,0.55
2382,omandama,находить,verbs,1.15
2383,vältima,отвергать,verbs,1.65
2384,avastama,игнорировать,verbs,0.05
2385,rahul,счастливый,adjectives,3.55
2386,neuroos,разум,nouns,0.7
2387,magamistuba,велосипед,nouns,0.05
2388,mantel,одежда,nouns,1.8
2389,meloodia,ритм,nouns,2.5
2390,külaline,друг,nouns,1.6
2391,jaanalind,плодовый сад,nouns,0.0
2392,klubi,общество,nouns,1.3
2393,loll,умный,adjectives,0.3
2394,kahtlustama,арестовывать,verbs,0.8
2395,kritseldama,записывать,verbs,2.3
2396,merevägi,остров,nouns,0.55
2397,lööma,привлекать,verbs,0.3
2398,vahemaa,перспектива,nouns,0.75
2399,heli,акустика,nouns,2.95
2400,mood,стиль,nouns,3.55
2401,valgus,клавиатура,nouns,0.1
2402,kuulama,слышать,verbs,2.9
2403,vaidlus,соглашение,nouns,0.75
2404,ema,подруга,nouns,1.4
2405,usaldusväärselt,ответственно,adverbs,3.35
2406,loom,зверь,nouns,5.0
2407,tennis,статистика,nouns,0.2
2408,sügavalt,в основном,adverbs,0.35
2409,kaasamine,назначение,nouns,0.95
2410,alluma,наказывать,verbs,0.4
2411,näpistama,бить,verbs,1.1
2412,münt,оплата,nouns,1.3
2413,surm,погребение,nouns,1.55
2414,õppemaks,стипендия,nouns,1.1
2415,õnn,умиротворенность,nouns,2.3
2416,idee,образ,nouns,1.2
2417,vesi,соль,nouns,0.55
2418,jalg,кисть,nouns,0.95
2419,tapma,бороться,verbs,0.65
2420,omama,поглощать,verbs,0.65
2421,kasvama,увеличивать,verbs,3.8
2422,papp,бумага,nouns,2.8
2423,alamprogramm,компилятор,nouns,1.45
2424,suurenema,расти,verbs,3.8
2425,kulutama,копить,verbs,0.45
2426,liigutatav,гибкий,adjectives,1.6
2427,paat,мотор,nouns,0.75
2428,kõrb,дюна,nouns,1.75
2429,sümbol,код,nouns,1.45
2430,elevant,динозавр,nouns,0.65
2431,põhiliselt,обычно,adverbs,3.2
2432,otsima,смотреть,verbs,1.45
2433,mugavus,безопасность,nouns,1.0
2434,entroopia,информация,nouns,0.8
2435,pilvkate,прогноз,nouns,1.1
2436,kerge,ранимый,adjectives,0.25
2437,anne,писатель,nouns,0.7
2438,karistama,подчиниться,verbs,0.4
2439,elekter,ящик,nouns,0.5
2440,kapital,деньги,nouns,3.85
2441,tapma,вешать,verbs,1.85
2442,imetlema,обожать,verbs,4.15
2443,üksildane,бедный,adjectives,0.5
2444,saak,бог,nouns,0.25
2445,haigutama,проснуться,verbs,0.65
2446,ründama,осуждать,verbs,3.7
2447,teooria,гипотеза,nouns,2.9
2448,list,матрица,nouns,1.25
2449,kapten,моряк,nouns,1.5
2450,heldelt,никогда,adverbs,0.1
2451,tihedalt,невероятно,adverbs,0.2
2452,kahanema,исчезать,verbs,1.3
2453,tušš,монастырь,nouns,0.1
2454,kuluma,разрешать,verbs,0.1
2455,rahumeelselt,с гордостью,adverbs,0.35
2456,passiivselt,надёжно,adverbs,0.2
2457,imik,взрослый,nouns,0.85
2458,noomima,требовать,verbs,0.55
2459,pull,теленок,nouns,1.85
2460,teras,сплав,nouns,2.7
2461,mesi,сахар,nouns,1.55
2462,võimas,слабый,adjectives,0.15
2463,vahepeal,часто,adverbs,0.75
2464,valjusti,мягко,adverbs,0.1
2465,diood,конденсатор,nouns,1.55
2466,joonistama,создавать,verbs,1.1
2467,puuvill,полиэстер,nouns,0.65
2468,küsima,умолять,verbs,3.8
2469,otsustama,судить,verbs,1.9
2470,kohtuma,покидать,verbs,0.0
2471,kergelt,грубо,adverbs,0.45
2472,jalg,конечность,nouns,2.85
2473,küpsetama,жарить,verbs,1.85
2474,sukelduma,создавать,verbs,0.15
2475,sekund,минута,nouns,1.4
2476,ebaviisakas,критичный,adjectives,0.85
2477,võlts,настоящий,adjectives,0.4
2478,sein,кирпич,nouns,1.1
2479,hommikusöök,ужин,nouns,0.95
2480,elajas,животное,nouns,5.0
2481,keraamika,глиняная посуда,nouns,3.75
2482,ebaselge,смутный,adjectives,4.45
2483,haamer,зубы,nouns,0.15
2484,auto,шланг,nouns,0.6
2485,sitke,твердый,adjectives,3.3
2486,kümnend,век,nouns,0.9
2487,loomulikult,неестественно,adverbs,0.3
2488,piire,граница,nouns,3.9
2489,imlselgelt,грубо,adverbs,0.1
2490,kaebama,приносить,verbs,0.15
2491,kombineeritud,смешанный,adjectives,3.9
2492,tooma,приходить,verbs,0.8
2493,raud,витамин,nouns,0.8
2494,raamat,рукопись,nouns,2.2
2495,palk,деньги,nouns,3.1
2496,uskumus,представление,nouns,1.6
2497,organiseerima,становиться,verbs,0.5
2498,jõukus,слава,nouns,1.05
2499,vajalikult,практически,adverbs,1.0
2500,üle saama,доминировать,verbs,1.25
2501,algebra,операция,nouns,0.7
2502,nakkus,заболевание,nouns,2.7
2503,ühinema,сотрудничать,verbs,2.45
2504,lihtne,трудный,adjectives,0.25
2505,lemmikloom,кот,nouns,1.75
2506,koguma,приобретать,verbs,1.4
2507,auto,гудок,nouns,0.95
2508,võlur,кабель,nouns,0.0
2509,lõuna,бутерброд,nouns,1.0
2510,veok,автомобиль,nouns,2.8
2511,pea,плечо,nouns,0.85
2512,vann,комната,nouns,1.1
2513,osalema,высказываться,verbs,0.65
2514,riided,пуговица,nouns,1.05
2515,teadma,забывать,verbs,0.25
2516,tekk,постель,nouns,1.2
2517,äri tegema,продавать,verbs,4.2
2518,monitor,экран,nouns,4.5
2519,napp,редкий,adjectives,1.1
2520,äädikas,салат,nouns,0.55
2521,välja tõstma,покидать,verbs,0.8
2522,printima,игнорировать,verbs,0.0
2523,kõht,тело,nouns,1.6
2524,julm,несправедливый,adjectives,2.0
2525,kohtumine,обязательство,nouns,0.95
2526,lõik,письмо,nouns,0.8
2527,tsensuur,свобода,nouns,0.55
2528,keemia,теория,nouns,0.95
2529,artikkel,книга,nouns,1.05
2530,paluma,занимать,verbs,1.2
2531,raskus,усилие,nouns,1.85
2532,sajand,десятилетие,nouns,0.9
2533,hambaarst,ортодонт,nouns,4.75
2534,saabuma,приходить,verbs,3.55
2535,kriitika,спор,nouns,1.15
2536,tehing,пенни,nouns,0.15
2537,helde,дружелюбный,adjectives,2.9
2538,dekoratsioon,стена,nouns,1.05
2539,käsivars,запястье,nouns,1.75
2540,mõnikord,равномерно,adverbs,0.35
2541,pank,сиденье,nouns,0.2
2542,parlament,конгресс,nouns,2.35
2543,lahkuma,появляться,verbs,0.25
2544,päev,рассвет,nouns,1.3
2545,sõiduk,автобус,nouns,2.1
2546,ülesanne,женщина,nouns,0.05
2547,madrus,капитан,nouns,1.5
2548,kerge,тяжелый,adjectives,0.3
2549,jogurt,коро́ва,nouns,0.35
2550,laager,домик,nouns,1.2
2551,iiris,ацетилхолин,nouns,0.35
2552,halb,безнравственный,adjectives,2.8
2553,valuuta,обмен,nouns,1.05
2554,elektriline,сладкий,adjectives,0.1
2555,tina,алюминий,nouns,0.7
2556,tugevalt,мягко,adverbs,0.35
2557,lihas,рука,nouns,1.25
2558,kena,великодушный,adjectives,2.0
2559,usaldusväärselt,грубо,adverbs,0.2
2560,onupojapoliitika,король,nouns,0.8
2561,kroonimine,воды,nouns,0.1
2562,magma,вулкан,nouns,1.75
2563,abikaasa (naine),цент,nouns,0.05
2564,paber,плакат,nouns,1.8
2565,põletama,душить,verbs,0.2
2566,õnnelikult,активно,adverbs,0.85
2567,maskeerima,покрывать,verbs,2.75
2568,täht,яркость,nouns,1.4
2569,vajalik,неотъемлемый,adjectives,3.65
2570,kohtuma,собираться,verbs,3.1
2571,arvamus,предубеждение,nouns,2.6
2572,kotkas,сокол,nouns,1.5
2573,laine,погода,nouns,0.45
2574,siidiuss,гусеница,nouns,2.7
2575,nüri,острый,adjectives,0.4
2576,ukseava,дверь,nouns,3.0
2577,boss,директор,nouns,4.25
2578,looma,делать,verbs,3.85
2579,terav,мягкий,adjectives,0.15
2580,haruldane,скудный,adjectives,1.1
2581,sisenev,уходящий,adjectives,0.4
2582,naine,мех,nouns,0.4
2583,küttekeha,зонтик,nouns,0.05
2584,paat,дерево,nouns,0.3
2585,passivselt,молча,adverbs,1.45
2586,null,бесконечность,nouns,0.65
2587,käsikiri,книга,nouns,2.2
2588,kandma,разъедать,verbs,0.6
2589,ärritunud,пристыженный,adjectives,0.55
2590,rand,побережье,nouns,3.2
2591,kitsas,тонкий,adjectives,2.7
2592,saavutama,пытаться,verbs,1.45
2593,vähenema,спускаться,verbs,0.75
2594,rütm,стих,nouns,1.35
2595,rahulik,расслабленный,adjectives,3.25
2596,kohus,судья,nouns,1.6
2597,suur,национальный,adjectives,0.5
2598,teadma,понимать,verbs,2.25
2599,süüdistama,судить,verbs,3.0
2600,soovima,желать,verbs,5.1
2601,merevägi,армия,nouns,2.5
2602,ülbe,гордый,adjectives,2.9
2603,rikkumata,скромный,adjectives,0.75
2604,enesekindel,уверенный,adjectives,2.95
2605,teoreem,теория,nouns,2.0
2606,nutitelefon,ананас,nouns,0.05
2607,osalema,сотрудничать,verbs,2.45
2608,saama,завершать,verbs,0.95
2609,atmosfäär,загрязнение,nouns,0.8
2610,laadija,диск,nouns,0.75
2611,vaidlema,жаловаться,verbs,0.9
2612,kurvalt,эмоционально,adverbs,1.25
2613,informeerima,сообщать,verbs,5.05
2614,ignoreerima,распечатать,verbs,0.0
2615,pea,нос,nouns,0.8
2616,teraapia,бихевиоризм,nouns,0.75
2617,miljonär,доллар,nouns,1.05
2618,heameelt tegema,ладить,verbs,1.1
2619,kogunema,встречаться,verbs,3.1
2620,õde,ученый,nouns,0.15
2621,valelik,плохой,adjectives,1.75
2622,hingama,задыхаться,verbs,0.6
2623,leht,самолет,nouns,0.15
2624,suruma,освобождать,verbs,0.2
2625,popkorn,кино,nouns,1.1
2626,vaidlema,соглашаться,verbs,0.45
2627,suvi,зима,nouns,0.8
2628,kohane,официальный,adjectives,0.75
2629,tegema,строить,verbs,2.95
2630,pikk,короткий,adjectives,0.3
2631,pöial,ноготь,nouns,1.25
2632,assisteerima,помогать,verbs,4.6
2633,robootika,симуляция,nouns,1.15
2634,tool,диван,nouns,1.35
2635,kuberner,император,nouns,1.2
2636,vaatama,искать,verbs,1.45
2637,unustama,напоминать,verbs,0.35
2638,raevukas,нерешительный,adjectives,0.3
2639,valvur,человек,nouns,1.2
2640,vürtsine,слабый,adjectives,0.0
2641,jõgi,море,nouns,1.2
2642,laenama,нищенствовать,verbs,1.2
2643,katma,маскировать,verbs,2.75
2644,aken,облако,nouns,0.35
2645,laenama,держать,verbs,0.35
2646,illusioon,реальность,nouns,0.8
2647,tänav,автомобиль,nouns,0.8
2648,lahkuma,прибывать,verbs,0.4
2649,kukkuma,спотыкаться,verbs,1.7
2650,selgelt,конечно,adverbs,2.9
2651,kontor,работник,nouns,0.8
2652,klass,колледж,nouns,1.1
2653,ebaloomulikult,естественно,adverbs,0.3
2654,radar,джойстик,nouns,0.45
2655,topoloogia,структура,nouns,2.05
2656,vihm,метель,nouns,1.0
2657,lühike,длинный,adjectives,0.3
2658,kohtuotsus,разбирательство,nouns,1.65
2659,kuningas,принц,nouns,1.6
2660,raske,груженный,adjectives,1.95
2661,põiktänav,улица,nouns,3.25
2662,suurepärane,прекрасный,adjectives,4.6
2663,tsoon,область,nouns,4.1
2664,hiir,крыса,nouns,2.1
2665,puuvill,свитер,nouns,0.95
2666,puu,клен,nouns,2.65
2667,graafik,диаграмма,nouns,3.65
2668,rass,выходные,nouns,0.0
2669,taganema,спускаться,verbs,0.75
2670,ekraan,фонология,nouns,0.1
2671,lõbu,игра,nouns,1.75
2672,pehmelt,твердо,adverbs,0.35
2673,uhkelt,смиренно,adverbs,0.4
2674,trell,тюрьма,nouns,0.7
2675,uitama,искать,verbs,1.55
2676,juht,руководитель,nouns,4.25
2677,rahakorjamine,event,nouns,0.75
2678,televisioon,актер,nouns,1.1
2679,põrand,крыша,nouns,0.8
2680,muutma,менять,verbs,2.55
2681,krüptogramm,символ,nouns,2.05
2682,püüdma,выпускать,verbs,0.45
2683,palavik,грипп,nouns,1.75
2684,suund,желудок,nouns,0.15
2685,mägi,выступ,nouns,1.05
2686,elegantselt,красиво,adverbs,3.4
2687,õlu,шампанское,nouns,1.2
2688,haigus,инфекция,nouns,2.7
2689,õlg,тело,nouns,1.2
2690,kaklema,противоречить,verbs,1.15
2691,iga,красота,nouns,0.7
2692,tuginema,провалиться,verbs,0.0
2693,diskreetselt,очевидно,adverbs,0.5
2694,agressiivne,изогнутый,adjectives,0.25
2695,kaamera,продолжение,nouns,0.05
2696,süüdistama,толкать,verbs,0.25
2697,normaalne,необычный,adjectives,0.45
2698,pihk,палец,nouns,0.9
2699,joonistus,бунт,nouns,0.05
2700,põngerjas,мальчик,nouns,2.75
2701,kannike,цветок,nouns,2.25
2702,haruldane,экзотичный,adjectives,4.65
2703,väljend,слово,nouns,1.7
2704,prognoosima,определять,verbs,1.5
2705,avalik,частный,adjectives,0.6
2706,nutma,реветь,verbs,3.95
2707,hoidma,лелеять,verbs,2.15
2708,hävitama,строить,verbs,0.05
2709,uitama,покидать,verbs,0.6
2710,täkk,парень,nouns,1.2
2711,fantaasia,реальность,nouns,0.7
2712,organ,почка,nouns,2.15
2713,käsi,вена,nouns,0.8
2714,kauss,хвост,nouns,0.0
2715,vastupidavus,повязка,nouns,0.15
2716,paljusus,изобилие,nouns,4.55
2717,puit,бревно,nouns,2.9
2718,korporatsioon,бейсбол,nouns,0.4
2719,vägev,мощный,adjectives,4.25
2720,meeter,дюйм,nouns,1.45
2721,sõitma,бежать,verbs,0.6
2722,vaatenurk,расстояние,nouns,0.75
2723,konteiner,мышь,nouns,0.2
2724,koguma,встряхивать,verbs,0.05
2725,privaatne,личный,adjectives,4.85
2726,lääts,фотоаппарат,nouns,1.25
2727,naine,мужчина,nouns,0.75
2728,defineerima,уточнить,verbs,3.8
2729,jahtima,искать,verbs,1.85
2730,edu saavutama,проваливать,verbs,0.3
2731,rott,мышь,nouns,2.1
2732,jõud,мощь,nouns,4.0
2733,alkohol,коктейль,nouns,1.85
2734,kaine,пьяный,adjectives,0.35
2735,õrnalt,громко,adverbs,0.0
2736,kokkulangevus,валюта,nouns,0.05
2737,sosistama,говорить,verbs,1.7
2738,õhtusöök,курятина,nouns,0.6
2739,vihkama,критиковать,verbs,1.0
2740,tramm,поезд,nouns,1.95
2741,väärtuslik,особый,adjectives,2.5
2742,imelik,странный,adjectives,4.85
2743,raske,простой,adjectives,0.25
2744,abitu,нуждающийся,adjectives,3.15
2745,väsinud,скучный,adjectives,1.0
2746,mööda lööma,ударять,verbs,0.4
2747,õnnetus,книга,nouns,0.05
2748,voolik,автомобиль,nouns,0.6
2749,oaas,свобода,nouns,0.45
2750,bronhiit,ацетаминофен,nouns,0.9
2751,täiskasvanu,младенец,nouns,0.85
2752,teleskoop,мозговой штурм,nouns,0.0
2753,kasutamata,новый,adjectives,3.55
2754,univesum,небо,nouns,1.55
2755,tänav,переулок,nouns,3.25
2756,võrevoodi,кровать,nouns,4.35
2757,stipendium,обучение,nouns,1.1
2758,riputama,класть,verbs,1.05
2759,ingel,демон,nouns,0.8
2760,kiir,солнце,nouns,1.45
2761,õnnetus,авария,nouns,4.05
2762,puhkus,календарь,nouns,0.95
2763,kelder,дверь,nouns,0.8
2764,halb,ужасный,adjectives,3.3
2765,populaarne,известный,adjectives,4.1
2766,vallutus,путешествие,nouns,0.5
2767,depressioon,долина,nouns,0.3
2768,tagasihoidlikult,неудачно,adverbs,0.55
2769,rünnak,блицкриг,nouns,3.65
2770,kirss,клубника,nouns,1.0
2771,sool,вода,nouns,0.55
2772,neutraalne,нерешительный,adjectives,1.1
2773,ohutu,легальный,adjectives,1.65
2774,pärima,искать,verbs,1.3
2775,hulktahukas,актер,nouns,0.15
2776,torm,туча,nouns,1.25
2777,tagasihoidlik,покладистый,adjectives,1.3
2778,vaidlus,дискуссия,nouns,3.4
2779,röövima,украсть,verbs,4.45
2780,ukseava,выход,nouns,3.1
2781,emotsionaalselt,грустно,adverbs,1.25
2782,mesi,молочные продукты,nouns,0.25
2783,lubama,клясться,verbs,3.15
2784,rääkima,шептать,verbs,1.7
2785,kuningas,правитель,nouns,4.25
2786,liblikas,роза,nouns,0.5
2787,väljapääs,проход,nouns,3.1
2788,viha,настроение,nouns,1.85
2789,määrama,предсказывать,verbs,1.5
2790,päikeseloojang,вечер,nouns,2.5
2791,ameerika jalgpall,футбол,nouns,2.7
2792,keskkond,меч,nouns,0.2
2793,haiget tegema,падать,verbs,1.2
2794,erinevalt,терминально,adverbs,0.15
2795,selgroog,тело,nouns,1.45
2796,kael,кость,nouns,0.6
2797,partner,мальчик,nouns,1.25
2798,iidne,современный,adjectives,0.35
2799,sajand,спиртное,nouns,0.0
2800,näljane,усталый,adjectives,0.7
2801,veri,плоть,nouns,1.1
2802,järg,камера,nouns,0.05
2803,rahutu,испуганный,adjectives,3.1
2804,küünarnukk,кость,nouns,1.2
2805,hädaolukord,происшествие,nouns,4.05
2806,ortodont,врач,nouns,2.7
2807,pilv,озеро,nouns,0.35
2808,pottsepatöö,керамика,nouns,3.75
2809,juhtkiri,новости,nouns,0.75
2810,kohtuma,приветствовать,verbs,1.85
2811,priius,свобода,nouns,5.8
2812,seebivaht,пузырь,nouns,2.0
2813,seade,кастрюля,nouns,0.4
2814,varsti,немедленно,adverbs,2.15
2815,halb,посредственный,adjectives,1.45
2816,poiss,партнер,nouns,1.25
2817,tervitama,встречать,verbs,1.85
2818,ühendama,делить,verbs,0.6
2819,väljuma,отделять,verbs,0.5
2820,mehaaniliselt,идеально,adverbs,0.25
2821,värav,дверь,nouns,3.45
2822,sigaret,табак,nouns,2.35
2823,klubi,марка,nouns,0.35
2824,dinosaurus,слон,nouns,0.65
2825,kerge,жесткий,adjectives,0.05
2826,viski,шампанское,nouns,1.05
2827,võitja,гол,nouns,0.55
2828,kaval,странный,adjectives,1.15
2829,rõõm,гордость,nouns,1.45
2830,uks,коридор,nouns,1.15
2831,kokkuhoid,бережливый человек,nouns,1.3
2832,atsetüülkoliin,ирис,nouns,0.35
