ID,CMN,SPA,PoS,score
2245,从不,generosamente,adverbs,0.0
2246,问,rezar,verbs,1.02
2247,肌肉,lengua,nouns,1.41
2248,协议,discusión,nouns,0.82
2249,演员,canción,nouns,0.43
2250,静脉,buque,nouns,0.0
2251,奇怪,normal,adjectives,0.19
2252,拉,empujar,verbs,1.18
2253,汽车,ascensor,nouns,0.15
2254,平淡,emocionante,adjectives,0.19
2255,医院,cama,nouns,0.57
2256,拉比,ministro,nouns,0.65
2257,本地,obviamente,adverbs,0.0
2258,走,entrar,verbs,1.15
2259,盒子,fuente,nouns,0.1
2260,握紧,agarrar,verbs,2.84
2261,胎压计,coche,nouns,0.34
2262,柔软,violento,adjectives,0.1
2263,进入,ir,verbs,1.15
2264,货车,paquete,nouns,0.34
2265,锚,bote,nouns,0.78
2266,必须,innecesario,adjectives,0.19
2267,极好,enojado,adjectives,0.23
2268,监护人,madre,nouns,2.31
2269,哲学家,carreras,nouns,0.15
2270,不昂贵,barato,adjectives,4.5
2271,碗,callejón,nouns,0.0
2272,理解,satisfacer,verbs,0.57
2273,精确地,exactamente,adverbs,5.28
2274,奖学金,matrícula,nouns,0.96
2275,员工,empleador,nouns,0.45
2276,忘记,recordar,verbs,0.23
2277,新闻,editorial,nouns,2.17
2278,晚餐,comida,nouns,3.53
2279,重要,crucial,adjectives,4.57
2280,颚,hueso,nouns,1.37
2281,叶,planta de semilla,nouns,1.16
2282,肌肉,brazo,nouns,1.29
2283,谦虚,humilde,adjectives,4.73
2284,失败,confiar,verbs,0.19
2285,困难,simple,adjectives,0.19
2286,逃走,huir,verbs,5.57
2287,钱,diamante,nouns,0.9
2288,虫害,pesticida,nouns,0.43
2289,戒指,compromiso,nouns,1.64
2290,云,lago,nouns,0.2
2291,给予,recibir,verbs,0.15
2292,头脑风暴,telescopio,nouns,0.0
2293,谢绝,aceptar,verbs,0.18
2294,不同,terminalmente,adverbs,0.0
2295,合唱,cantante,nouns,1.67
2296,付款,nota,nouns,0.9
2297,悬崖,cola,nouns,0.0
2298,预测,determinar,verbs,0.89
2299,私人,personal,adjectives,4.18
2300,内疚,honesto,adjectives,0.1
2301,侧面,parte superior,nouns,0.73
2302,舱,choza,nouns,0.88
2303,主题,libro,nouns,1.6
2304,探索,ignorar,verbs,0.1
2305,城镇,ciudad,nouns,3.36
2306,驾驶,detener,verbs,0.34
2307,工作,tarea,nouns,3.93
2308,坦克,coche,nouns,0.62
2309,受害者,teléfono,nouns,0.0
2310,男子,padre,nouns,2.23
2311,肉桂,caramelo,nouns,0.49
2312,箭头,objetivo,nouns,0.96
2313,卧室,bicicleta,nouns,0.15
2314,娱乐,disfrutar,verbs,1.3
2315,盒子,cigarro,nouns,0.39
2316,避难所,choza,nouns,0.36
2317,怀疑,arrestar,verbs,0.58
2318,撞,aplastar,verbs,1.03
2319,家牛,ternera,nouns,3.21
2320,知道,creer,verbs,0.91
2321,种子,molino,nouns,0.84
2322,问,ignorar,verbs,0.19
2323,唱,reír,verbs,0.2
2324,撞击,chocarse,verbs,2.83
2325,碗,cola,nouns,0.1
2326,精彩,encantador,adjectives,2.92
2327,找到,escapar,verbs,0.15
2328,政治家,presidente,nouns,2.69
2329,肩,cuerpo,nouns,0.86
2330,离开,unirse,verbs,0.43
2331,罐子,vaso,nouns,2.2
2332,推,culpar,verbs,0.23
2333,当然,definitivamente,adverbs,3.44
2334,非一般,único,adjectives,3.94
2335,离开,llegar,verbs,0.34
2336,旅行,ruta,nouns,3.84
2337,争论,quejarse,verbs,2.4
2338,奇怪,ordinario,adjectives,0.15
2339,简单,vulnerable,adjectives,0.69
2340,相像,similar,adjectives,3.35
2341,办公室,obrero,nouns,0.28
2342,选择,decidir,verbs,3.91
2343,讨厌,criticar,verbs,0.72
2344,讨论,discusión,nouns,3.17
2345,支持者,grillo,nouns,0.0
2346,地震,temblor,nouns,4.25
2347,羞耻,trastornado,adjectives,0.48
2348,品质,paraguas,nouns,0.15
2349,消失,encontrar,verbs,0.15
2350,猎鹰,águila,nouns,2.79
2351,开襟毛衣,camisa,nouns,1.28
2352,主力舰,acorazado,nouns,2.83
2353,伤心地,emocionalmente,adverbs,1.3
2354,选择,elección,nouns,3.46
2355,淫贱,sucio,adjectives,0.32
2356,服从,castigar,verbs,0.59
2357,假设,pretender,verbs,2.29
2358,豆,tocino,nouns,0.15
2359,存在,ganador,nouns,0.2
2360,粘人,inseguro,adjectives,0.39
2361,自由,oasis,nouns,0.15
2362,大多,profundamente,adverbs,0.88
2363,溅,viscosidad,nouns,0.49
2364,积极地,precisamente,adverbs,0.82
2365,大气层,contaminación,nouns,0.74
2366,有时,cuando,adverbs,0.78
2367,受惊,emocionado,adjectives,0.68
2368,悬崖,colina,nouns,1.03
2369,母亲,amigo,nouns,0.29
2370,需要,preguntar,verbs,0.98
2371,创建,bucear,verbs,0.0
2372,主意,opinión,nouns,3.81
2373,猎狗,zorro,nouns,0.96
2374,开始,dejar,verbs,0.1
2375,搏斗,matar,verbs,0.89
2376,疏忽,desconocer,verbs,0.75
2377,粘性,chapoteo,nouns,0.49
2378,海滩,mar,nouns,2.97
2379,长大,inmaduro,adjectives,0.43
2380,当然,obviamente,adverbs,2.66
2381,描绘,decidir,verbs,0.3
2382,硬纸板,papel,nouns,3.25
2383,棒球,sofá,nouns,0.1
2384,小炮舰,costa,nouns,0.39
2385,英寸,metro,nouns,1.88
2386,电线,cuerda,nouns,1.84
2387,看来,simplemente,adverbs,0.8
2388,周末,raza,nouns,0.0
2389,苔藓,hierba,nouns,1.87
2390,感觉到,creer,verbs,1.56
2391,编剧,televisión,nouns,0.83
2392,价格,valor,nouns,3.21
2393,走廊,clase,nouns,0.29
2394,暴力,radical,adjectives,2.42
2395,大声地,suavemente,adverbs,0.05
2396,第五,parte superior,adjectives,0.1
2397,大规模,grande,adjectives,3.26
2398,重,grande,adjectives,0.63
2399,床,sofá,nouns,1.46
2400,一分钱,gente,nouns,0.05
2401,饼干,princesa,nouns,0.0
2402,沙漠,duna,nouns,2.66
2403,危险,enfermedad,nouns,0.63
2404,船,ancla,nouns,0.78
2405,貂,piel,nouns,1.18
2406,穿,romper,verbs,0.09
2407,布料,ropa,nouns,1.57
2408,勺子,vaso,nouns,0.65
2409,擦亮,informar,verbs,0.0
2410,争论,asistir,verbs,0.19
2411,儿子,hermano,nouns,0.81
2412,心灵,incorpóreo,adjectives,2.92
2413,争论,grito,verbs,1.0
2414,争论,pedir,verbs,0.43
2415,腐烂,destruir,verbs,2.92
2416,小行星,estrella,nouns,2.85
2417,总统,alcalde,nouns,2.05
2418,一般,rutinariamente,adverbs,4.14
2419,抖动,remover,verbs,2.4
2420,得到,poner,verbs,0.1
2421,欠,prestar,verbs,0.43
2422,旧,fresco,adjectives,0.09
2423,容器,ratón,nouns,0.05
2424,床,silla,nouns,0.88
2425,田,avena,nouns,0.57
2426,乐器,violín,nouns,3.17
2427,不同,normal,adjectives,0.1
2428,危险,amenaza,nouns,3.96
2429,班,ejército,nouns,0.82
2430,选择,cárcel,nouns,0.2
2431,蚕,oruga,nouns,2.55
2432,保留,permanecer,verbs,3.27
2433,僵硬,fácil,adjectives,0.14
2434,意见,idea,nouns,3.81
2435,假日,calendario,nouns,0.88
2436,紧张地,ansiosamente,adverbs,3.96
2437,歌手,personal,nouns,0.43
2438,眼泪,ojo,nouns,0.72
2439,侵蚀,vestir,verbs,0.14
2440,说服,discutir,verbs,1.79
2441,真实,deshonesto,adjectives,0.1
2442,监护人,adulto,nouns,1.97
2443,种族主义,xenofobia,nouns,3.89
2444,说谎,pretender,verbs,1.73
2445,语言,comunicación,nouns,1.27
2446,钟,torre,nouns,1.17
2447,淋透,reducir,verbs,0.0
2448,枫树,árbol,nouns,3.98
2449,成为,organizar,verbs,0.1
2450,骰子,cubo,nouns,2.98
2451,资料,periódico,nouns,1.86
2452,电梯,caja,nouns,0.15
2453,交换,reemplazo,nouns,3.92
2454,雨,granizo,nouns,1.38
2455,忘记,aprender,verbs,0.05
2456,大,fácil,adjectives,0.0
2457,社论,noticias,nouns,2.17
2458,身体,pecho,nouns,1.55
2459,傻,infantil,adjectives,2.56
2460,总统,político,nouns,2.69
2461,喇叭,tambor,nouns,0.39
2462,信心十足地,secretamente,adverbs,0.55
2463,异常,extrañamente,adverbs,3.12
2464,轨,cerca,nouns,0.4
2465,显然,aproximadamente,adverbs,0.68
2466,手腕,brazo,nouns,0.55
2467,舞蹈,vestir,nouns,0.24
2468,金属,aluminio,nouns,2.35
2469,灰尘,escoba,nouns,0.63
2470,突变体,sociobiología,nouns,0.43
2471,乘法,división,nouns,0.71
2472,小马,caballo,nouns,3.17
2473,圣人,pecador,nouns,0.04
2474,幸福,tristeza,nouns,0.4
2475,古老,moderno,adjectives,0.1
2476,经济,ecosistema,nouns,0.2
2477,晚餐,desayuno,nouns,1.11
2478,腰,estómago,nouns,1.69
2479,任务,mujer,nouns,0.1
2480,军队,equipo,nouns,0.82
2481,身体,nervio,nouns,1.16
2482,派,chocolate,nouns,0.92
2483,老师,amigo,nouns,0.61
2484,财富,fama,nouns,1.35
2485,清洁,sucio,adjectives,0.49
2486,离开,aparecer,verbs,0.3
2487,校园,universidad,nouns,3.21
2488,安然,tranquilamente,adverbs,3.41
2489,纸币,pago,nouns,0.9
2490,伤害,caer,verbs,0.83
2491,流星,gravedad,nouns,0.7
2492,完成,aplazar,verbs,0.34
2493,疾病,infección,nouns,2.46
2494,灯,genio,nouns,0.5
2495,门,ventana,nouns,0.68
2496,腿,brazo,nouns,0.53
2497,机灵,tonto,adjectives,0.19
2498,一般,anormalmente,adverbs,0.1
2499,合乎体统,formal,adjectives,3.37
2500,大主教,obispo,nouns,3.63
2501,沙拉,dieta,nouns,0.78
2502,游泳,reunirse,verbs,0.0
2503,雕塑家,palacio,nouns,0.35
2504,责怪,acusar,verbs,2.88
2505,车,calibre,nouns,0.34
2506,雪崩,nieve,nouns,1.61
2507,画画,alboroto,nouns,0.1
2508,攻击,agravar,verbs,0.68
2509,资产,valores,nouns,2.58
2510,保持,perder,verbs,0.14
2511,武器,casco,nouns,0.83
2512,涂抹,untar,verbs,0.56
2513,薄雾,nube,nouns,2.91
2514,工作,herramienta,nouns,0.58
2515,徽章,dignidad,nouns,0.2
2516,法律,colegio,nouns,0.58
2517,天神,sacerdote,nouns,0.94
2518,军队,armada,nouns,4.16
2519,海军,isla,nouns,0.24
2520,创建,destruir,verbs,0.23
2521,幼儿床,cama,nouns,3.04
2522,主题标签,tema,nouns,2.75
2523,笨,inteligente,adjectives,0.15
2524,煮,mezclar,verbs,0.64
2525,钱,salario,nouns,3.98
2526,人造,0,adjectives,3.2
2527,对手,adversario,nouns,4.9
2528,捕获,imitar,verbs,0.2
2529,呕吐,cerrar,verbs,0.0
2530,纸,póster,nouns,1.9
2531,代码,símbolo,nouns,2.6
2532,美人,años,nouns,0.43
2533,吸收,poseer,verbs,0.72
2534,剑,ambiente,nouns,0.23
2535,磁盘,cargador,nouns,0.24
2536,白色,estrecho,adjectives,0.18
2537,面包,carne,nouns,0.34
2538,古老,nuevo,adjectives,0.19
2539,威士忌酒,champán,nouns,1.78
2540,狡猾,difícil,adjectives,0.2
2541,棚屋,abrigo,nouns,0.36
2542,模仿,capturar,verbs,0.2
2543,球状物,pelota,nouns,3.4
2544,从不,raramente,adverbs,2.08
2545,完全必要,necesario,adjectives,5.32
2546,分离,adjuntar,verbs,0.23
2547,想要,desear,verbs,4.39
2548,说话,susurrar,verbs,2.25
2549,黎明,pistola,nouns,0.0
2550,旗帜学,bandera,nouns,1.02
2551,精确地,inexactamente,adverbs,0.23
2552,严肃,gracioso,adjectives,0.0
2553,队长,marinero,nouns,0.8
2554,说谎,acusar,verbs,0.39
2555,抓住,recibir,verbs,0.29
2556,果园,avestruz,nouns,0.2
2557,老师,rabino,nouns,0.67
2558,紧张,asustado,adjectives,2.05
2559,机械,eléctrico,adjectives,1.83
2560,冷静地,pacíficamente,adverbs,3.41
2561,覆盖着,vestido,adjectives,2.48
2562,花费,salvar,verbs,0.37
2563,臀部,labio,nouns,0.25
2564,船,cubierta,nouns,0.86
2565,起源,descubrir,verbs,0.89
2566,平凡,ordinario,adjectives,4.46
2567,保持,pedir prestado,verbs,0.1
2568,马赛克,basílica,nouns,0.2
2569,沉思,pensar,verbs,3.07
2570,困难,sencillo,adjectives,0.15
2571,感觉,intuición,nouns,3.79
2572,饮食,manzana,nouns,0.81
2573,炒,hornear,verbs,1.2
2574,球,guante,nouns,0.64
2575,酒,siglo,nouns,0.05
2576,笨,listo,adjectives,0.19
2577,椅子,banco,nouns,3.62
2578,下面,parte superior,nouns,0.15
2579,减肥,ensalada,nouns,0.78
2580,鼻子,boca,nouns,0.49
2581,尖顶,capilla,nouns,0.81
2582,获得,obtener,verbs,4.54
2583,犯罪,ataque,nouns,1.3
2584,贡献,ofrecimiento,nouns,3.06
2585,罗盘,elefante,nouns,0.1
2586,酒吧,cárcel,nouns,0.28
2587,尖,templado,adjectives,0.25
2588,得到,perder,verbs,0.28
2589,母亲,guardián,nouns,2.31
2590,疯狂,estupendo,adjectives,0.23
2591,花朵,bulbo,nouns,0.75
2592,肚子,habitación,nouns,0.1
2593,收费,despreciar,verbs,0.3
2594,血液,médula,nouns,0.83
2595,甜,eléctrico,adjectives,0.0
2596,给,desconocer,verbs,0.05
2597,桥,coche,nouns,0.19
2598,有趣,triste,adjectives,0.1
2599,否认,admitir,verbs,0.28
2600,窗口,nube,nouns,0.35
2601,伤心,gracioso,adjectives,0.1
2602,高高兴兴地,sin peligro,adverbs,0.43
2603,机器,motor,nouns,2.63
2604,天空,sueño,nouns,0.34
2605,防守,matar,verbs,0.38
2606,地图,cuadrado,nouns,0.34
2607,赢家,gol,nouns,0.35
2608,小牛,toro,nouns,2.74
2609,魔鬼,dios,nouns,0.34
2610,詞,página,nouns,0.25
2611,恶化,limpiar,verbs,0.2
2612,星系,astrónomo,nouns,0.89
2613,枪,sargento,nouns,0.39
2614,搏斗,morder,verbs,1.17
2615,台风,ciclón,nouns,3.89
2616,雕像,escultura,nouns,5.33
2617,旋律,ritmo,nouns,3.42
2618,毯,vendaval,nouns,0.05
2619,更改,alterar,verbs,4.01
2620,惯例,regla,nouns,2.42
2621,制服,tejer,nouns,0.38
2622,原木,madera,nouns,4.0
2623,创造者,fabricante,nouns,3.58
2624,地心引力,meteorito,nouns,0.7
2625,救援,salvar,verbs,5.12
2626,幼苗,hoja,nouns,1.16
2627,根,hierba,nouns,0.78
2628,北,sur,nouns,0.34
2629,欲望,querer,verbs,4.39
2630,默默地,pasivamente,adverbs,0.67
2631,肩,cabeza,nouns,0.84
2632,基质,molécula,nouns,0.61
2633,大笑,cantar,verbs,0.2
2634,目标,búsqueda,nouns,1.1
2635,屏幕,fonología,nouns,0.05
2636,群落生境,biología,nouns,1.04
2637,稻草,himno,nouns,0.05
2638,评估,analizar,verbs,4.53
2639,偷,dar,verbs,0.23
2640,团结,dividir,verbs,0.28
2641,可能,probable,adverbs,4.29
2642,生物学家,microscopio,nouns,0.74
2643,老师,estudiante,nouns,0.53
2644,电影,ópera,nouns,1.16
2645,听,entender,verbs,1.23
2646,地板,techo,nouns,0.39
2647,无穷,cero,nouns,0.35
2648,旋律,música,nouns,3.82
2649,节目,matemático,nouns,0.05
2650,学习,absorber,verbs,2.25
2651,说服,tratar,verbs,1.12
2652,算术,lógica,nouns,2.09
2653,毛,pistola,nouns,0.05
2654,树,bote,nouns,0.15
2655,原子,molécula,nouns,2.48
2656,购买,robar,verbs,0.38
2657,火山,magma,nouns,1.77
2658,重复,practicar,verbs,2.21
2659,天花板,suelo,nouns,0.39
2660,电影,teatro,nouns,1.41
2661,奴隶,servidor,nouns,3.08
2662,死,desintegrarse,verbs,0.48
2663,黏,sucio,adjectives,1.12
2664,疾病,fiebre,nouns,2.19
2665,评论说,criticar,verbs,1.52
2666,描绘,pretender,verbs,0.45
2667,溶解,mezclar,verbs,1.27
2668,分析,comparar,verbs,2.71
2669,拉比,profesor,nouns,0.67
2670,韵律,aritmética,nouns,0.49
2671,天空,universo,nouns,1.83
2672,门,presencia,nouns,0.3
2673,游标,patatas fritas,nouns,0.04
2674,静脉,estómago,nouns,0.34
2675,不需要,necesario,adjectives,0.19
2676,音乐,melodía,nouns,3.82
2677,碳,átomo,nouns,0.88
2678,出席,llegar,verbs,2.65
2679,丰富,mucho,nouns,4.59
2680,工作者,empleador,nouns,0.64
2681,提醒,vender,verbs,0.0
2682,不公平,justamente,adverbs,0.23
2683,欺骗,hacer trampas,verbs,3.37
2684,混乱,histeria,nouns,2.17
2685,纸,cartulina,nouns,3.25
2686,有趣,grave,adjectives,0.0
2687,门,portal,nouns,3.02
2688,巨大,minúsculo,adjectives,0.19
2689,决定,escoger,verbs,3.91
2690,国民,grande,adjectives,0.15
2691,接受,rechazar,verbs,0.33
2692,杆,bandera,nouns,0.79
2693,儿子,niño,nouns,3.05
2694,橙子,cítrico,nouns,3.13
2695,抓住,capturar,verbs,3.6
2696,生气,feliz,adjectives,0.1
2697,男人,marido,nouns,2.4
2698,大概,afirmativamente,adverbs,0.45
2699,新娘,princesa,nouns,0.64
2700,男人,centinela,nouns,1.45
2701,数字,número,nouns,4.72
2702,明天,esta noche,adverbs,0.34
2703,态度,confianza,nouns,1.58
2704,星星,planeta,nouns,2.88
2705,自豪,triste,adjectives,0.18
2706,声望,riqueza,nouns,0.82
2707,对乙酰氨基酚,bronquitis,nouns,0.49
2708,提高,beber,verbs,0.0
2709,屋顶,ventana,nouns,0.29
2710,死亡,entierro,nouns,0.97
2711,地窖,puerta,nouns,0.33
2712,天神,diablo,nouns,0.34
2713,病理学,hematología,nouns,1.89
2714,兄弟会,puerta,nouns,0.2
2715,加剧,asaltar,verbs,0.68
2716,盒子,ascensor,nouns,0.15
2717,不诚实,malo,adjectives,1.16
2718,美,soneto,nouns,0.29
2719,雾,nube,nouns,2.42
2720,肘,hueso,nouns,0.58
2721,捕获,agarrar,verbs,3.6
2722,市长,presidente,nouns,2.05
2723,生活方式,civilización,nouns,1.42
2724,简单,duro,adjectives,0.15
2725,创新,creativo,adjectives,4.75
2726,生气,furia,nouns,4.1
2727,打,mezclar,verbs,0.0
2728,醋,ensalada,nouns,0.64
2729,征服,viaje,nouns,0.63
2730,大,flexible,adjectives,0.14
2731,孩子,chico,nouns,3.88
2732,高速公路,tarea,nouns,0.05
2733,怒视,ojear,verbs,0.43
2734,井然有序,sucio,adjectives,0.24
2735,汽车,puente,nouns,0.19
2736,公共的,privado,adjectives,0.19
2737,大气层,ozono,nouns,2.32
2738,内衣褲,cuerpo,nouns,0.3
2739,接受,entregar,verbs,0.2
2740,监狱,elección,nouns,0.2
2741,油,visón,nouns,0.05
2742,难以置信,ordinario,adjectives,0.1
2743,女英雄,héroe,nouns,3.5
2744,烧伤,ahogar,verbs,0.18
2745,友善,generoso,adjectives,2.31
2746,皮肤,bicicleta,nouns,0.2
2747,混合,golpear,verbs,0.0
2748,时装,modo,nouns,0.2
2749,男人,sospechar,nouns,0.48
2750,狭窄,largo,adjectives,0.29
2751,兄弟会,hombres,nouns,1.23
2752,桥,tarjeta,nouns,0.18
2753,擦,deteriorarse,verbs,0.2
2754,男孩,niño,nouns,3.65
2755,煮沸,freír,verbs,0.77
2756,辣,débiles,adjectives,0.0
2757,选择,desear,verbs,1.06
2758,说服,discutir,verbs,1.83
2759,三明治,carne,nouns,0.58
2760,付款,tratar,verbs,0.19
2761,欠,entrar,verbs,0.0
2762,加冕礼,agua,nouns,0.04
2763,病毒,sangre,nouns,0.69
2764,真诚地,seriamente,adverbs,2.61
2765,部长,rabino,nouns,0.65
2766,相反,único,adjectives,1.1
2767,狗,gato,nouns,0.57
2768,酸奶,ganado,nouns,0.57
2769,管理,trabajo,nouns,0.92
2770,苏丹,ministerio,nouns,0.2
2771,打鼾,despierto,verbs,0.28
2772,走,permitir,verbs,0.2
2773,意外,emergencia,nouns,3.55
2774,金属,estaño,nouns,2.27
2775,教,educar,verbs,4.64
2776,伙伴,chico,nouns,1.69
2777,战斗,beligerancia,nouns,3.2
2778,联合,caña de azúcar,nouns,0.2
2779,也许,probablemente,adverbs,3.92
2780,获胜者,candidato,nouns,1.94
2781,年,siglo,nouns,1.65
2782,款待,paga,verbs,0.19
2783,两次,siempre,adverbs,0.05
2784,打中,perder,verbs,0.28
2785,帽子,caja,nouns,0.15
2786,信息,entropía,nouns,0.68
2787,家伙,pareja,nouns,1.69
2788,立方体,juguete,nouns,0.59
2789,通知,informar,verbs,4.13
2790,追逐,capturar,verbs,1.64
2791,有时候,a menudo,adverbs,2.29
2792,踢,herir,verbs,1.06
2793,卖,pedir prestado,verbs,0.48
2794,努力,ejecutar,verbs,0.35
2795,接受,creer,verbs,1.25
2796,教练,profesor,nouns,2.19
2797,参加竞选,mono,nouns,0.05
2798,暂停,esperar,verbs,2.63
2799,声明放弃,desconocer,verbs,1.08
2800,发送,lanzar,verbs,2.6
2801,床,cuna,nouns,3.04
2802,新闻,medio,nouns,2.14
2803,段,carta,nouns,0.49
2804,友好,saliente,adjectives,0.84
2805,公寓,hotel,nouns,0.92
2806,闪电攻击,ataque,nouns,3.13
2807,松饼,perejil,nouns,0.25
2808,发出恶臭,oler,verbs,2.63
2809,积极地,pasivamente,adverbs,0.28
2810,薪水,cuota,nouns,1.46
2811,祈祷,comunicar,verbs,0.62
2812,坏,deshonesto,adjectives,1.16
2813,装作,mentira,verbs,1.73
2814,潜水,crear,verbs,0.0
2815,小麦粉,pan,nouns,1.42
2816,年龄,belleza,nouns,0.43
2817,蛋白质,asa,nouns,0.15
2818,一分钱,tamaño,nouns,0.1
2819,犯罪,violación,nouns,3.33
2820,北方,oeste,nouns,0.34
2821,小山,acantilado,nouns,1.03
2822,便宜,económico,adjectives,4.5
2823,小巷,calle,nouns,3.44
2824,创造者,autor,nouns,4.65
2825,合唱团,iglesia,nouns,0.69
2826,卧室,estómago,nouns,0.1
2827,狭窄,blanco,adjectives,0.18
2828,代数,operación,nouns,0.75
2829,门,campana,nouns,0.15
2830,橡木,arce,nouns,1.78
2831,熵,información,nouns,0.68
2832,锌,oro,nouns,1.06
2833,遇见,saludar,verbs,0.48
2834,很少,nunca,adverbs,2.08
2835,小圆盾,escudo,nouns,0.89
2836,海报,papel,nouns,1.9
2837,文章,manuscrito,nouns,2.69
2838,牛,caballo,nouns,0.92
2839,锤,dientes,nouns,0.05
2840,手,pie,nouns,0.78
2841,急,temeroso,adjectives,0.64
2842,撕开,vestir,verbs,0.09
2843,演员,poliedro,nouns,0.0
2844,孩子气,tonto,adjectives,2.56
2845,云,calina,nouns,1.45
2846,拥有,absorber,verbs,0.72
2847,震,terremoto,nouns,4.25
2848,来,asistir,verbs,2.59
2849,抱怨,discutir,verbs,2.4
2850,羊,ganado,nouns,2.03
2851,父亲,hermano,nouns,0.34
2852,装作,retratar,verbs,0.45
2853,律师,fiscal,nouns,2.02
2854,完成,lograr,verbs,3.29
2855,小亭,teléfono,nouns,0.6
2856,主板,tarjeta madre,nouns,2.69
2857,每周,mensual,adjectives,1.07
2858,认识到,descubrir,verbs,4.21
2859,手臂,rodilla,nouns,0.43
2860,暴力,pasivo,adjectives,0.1
2861,头脑,neurosis,nouns,0.84
2862,画廊,abogado,nouns,0.1
2863,谈判,diplomacia,nouns,2.16
2864,系统,culpa,nouns,0.1
2865,书,tema,nouns,1.36
2866,残酷,duro,adjectives,3.78
2867,总是,dos veces,adverbs,0.05
2868,兄弟,alma,nouns,0.15
2869,选举,decisión,nouns,3.46
2870,预热,recalentamiento,nouns,1.12
2871,大,ancho,adjectives,2.58
2872,舌头,garganta,nouns,0.96
2873,妻子,marido,nouns,0.89
2874,运动,actividad,nouns,2.91
2875,植物群,naturaleza,nouns,2.11
2876,沙拉,vinagre,nouns,0.64
2877,走,empezar,verbs,0.39
2878,嘴巴,nariz,nouns,0.49
2879,加入,añadir,verbs,3.31
2880,球,disfraz,nouns,0.15
2881,伤害,atacar,verbs,2.84
2882,心情,emoción,nouns,3.24
2883,硬件,caso,nouns,0.39
2884,吸收,retirar,verbs,0.1
2885,咖啡,frijol,nouns,0.28
2886,离开,esperar,verbs,0.38
2887,友好,improbable,adverbs,0.09
2888,句法,palabra principal,nouns,0.68
2889,记者,poeta,nouns,0.45
2890,时装,estilo,nouns,3.13
2891,声明,anunciar,verbs,4.14
2892,蔑视,odiar,verbs,3.7
2893,乐队,espíritu,nouns,0.25
2894,马上,una vez,adverbs,0.45
2895,蜜蜂,reina,nouns,0.4
2896,眼睛,lágrima,nouns,0.72
2897,害怕,nervioso,adjectives,2.05
2898,疾病,cáncer,nouns,3.41
2899,易损坏,frígido,adjectives,0.05
2900,啤酒,bebida,nouns,2.22
2901,剧院,película,nouns,1.41
2902,替换,intercambio,nouns,3.92
2903,使满意,estar de acuerdo,verbs,1.55
2904,环球航行,equipaje,nouns,0.55
2905,烟草,cigarrillo,nouns,4.21
2906,衣服,paño,nouns,1.57
2907,独特,opuesto,adjectives,1.1
2908,街,callejón,nouns,3.44
2909,不同意,luchar,verbs,0.5
2910,从不,honestamente,adverbs,0.1
2911,枪,cuchillo,nouns,1.9
2912,脆弱,fácil,adjectives,0.69
2913,使气馁,frustrar,verbs,4.12
2914,船,árbol,nouns,0.15
2915,守规矩,obedecer,verbs,3.4
2916,小提琴,instrumento,nouns,3.17
2917,优胜者,campeón,nouns,5.13
2918,神职人员,monje,nouns,2.92
2919,栅栏,jaula,nouns,1.01
2920,手臂,cuerpo,nouns,0.78
2921,忘记,ignorar,verbs,2.83
2922,救,ahogar,verbs,0.2
2923,忘记,saber,verbs,0.1
2924,神经心理学,parasicología,nouns,0.87
2925,建立,añadir,verbs,1.0
2926,忽略,imprimir,verbs,0.0
2927,任务,autopista,nouns,0.05
2928,山羊,vaca,nouns,0.88
2929,股票,activo,nouns,2.58
2930,发热,gripe,nouns,2.15
2931,农业,planta,nouns,0.99
2932,好斗,curvo,adjectives,0.09
2933,自信,yo,nouns,0.88
2934,职业,universidad,nouns,0.55
2935,发生,hacer,verbs,0.3
2936,察觉,oír,verbs,1.58
2937,成熟,sofisticado,adjectives,0.97
2938,梦想,cielo,nouns,0.34
2939,资料,libro,nouns,1.6
2940,教授,médico,nouns,0.85
2941,协议,agujero,nouns,0.0
2942,角度,curva,nouns,1.6
2943,嘴巴,labio,nouns,2.38
2944,石,madera,nouns,0.49
2945,马车,vagón,nouns,3.07
2946,悲伤,vergüenza,nouns,0.9
2947,重要的,seriamente,adverbs,0.96
2948,坏,culpable,adjectives,0.74
2949,脚,mano,nouns,0.78
2950,白天,noche,nouns,0.5
2951,获得,unirse,verbs,0.45
2952,病人,sesión,nouns,0.53
2953,幸福,paz,nouns,2.44
2954,流体,boquilla,nouns,0.2
2955,广场,mapa,nouns,0.34
2956,谷物,trigo,nouns,2.58
2957,给,poner,verbs,0.73
2958,获得,encontrar,verbs,1.64
2959,老鼠,administración,nouns,0.0
2960,公牛,becerro,nouns,2.74
2961,积极地,probablemente,adverbs,0.45
2962,咬,luchar,verbs,1.17
2963,哭,lloriquear,verbs,5.36
2964,小心地,de manera segura,adverbs,3.22
2965,皮炎,eczema,nouns,2.83
2966,洗,enjuagar,verbs,4.17
2967,简单,rígido,adjectives,0.14
2968,谦逊地,orgullosamente,adverbs,0.28
2969,零,infinito,nouns,0.35
2970,岛,playa,nouns,1.58
2971,同意,discrepar,verbs,0.58
2972,快乐,feliz,adjectives,5.47
2973,受伤,enfadar,verbs,0.65
2974,戏法,bañera,nouns,0.0
2975,带来,restaurar,verbs,0.1
2976,神经官能症,mente,nouns,0.84
2977,除法,multiplicación,nouns,0.71
2978,衣服,botón,nouns,0.92
2979,来源,caja,nouns,0.1
