ID,CMN,CYM,PoS,score
2149,教,addysgu,verbs,3.94
2150,袋,pwrs,nouns,1.35
2151,内衣褲,corff,nouns,0.1
2152,男子,tad,nouns,2.17
2153,状态,sefyllfa,nouns,3.11
2154,枪,tric,nouns,0.04
2155,似乎,dod yn,verbs,0.79
2156,攻击,trosedd,nouns,1.6
2157,床,ystafell,nouns,0.2
2158,拿,derbyn,verbs,1.92
2159,杂志,erthygl,nouns,2.44
2160,便宜货,ceiniog,nouns,0.49
2161,望远镜,trafod syniadau,nouns,0.0
2162,大小,dyfnder,nouns,1.01
2163,主意,barn,nouns,3.21
2164,把握,gwasgu,verbs,2.59
2165,相机,lens,nouns,1.13
2166,财富,tlodi,nouns,0.2
2167,天花板,to,nouns,3.79
2168,讽刺,chwedl,nouns,0.33
2169,离开,cyrraedd,verbs,0.18
2170,应用,galaeth,nouns,0.0
2171,成为,trefnu,verbs,0.0
2172,避难所,cwt,nouns,1.27
2173,帽子,blwch  ,nouns,0.0
2174,死亡,trasiedi,nouns,1.73
2175,认真地,yn bwysig,adverbs,1.36
2176,天神,offeiriad,nouns,0.54
2177,锡,alwminiwm,nouns,1.42
2178,顶,ochr,nouns,0.34
2179,音乐,ffliwt,nouns,1.15
2180,餐,swper,nouns,3.28
2181,卖,benthyg,verbs,0.43
2182,祈祷,gofyn,verbs,0.97
2183,可笑,diflas,adjectives,0.05
2184,视力,canfyddiad,nouns,0.73
2185,案件,caledwedd,nouns,0.09
2186,描绘,esgus,verbs,0.35
2187,保持,dal gafael,verbs,3.89
2188,开心,blin,adjectives,0.05
2189,脖子,asgwrn,nouns,0.29
2190,聚集,cyfarfod,verbs,0.72
2191,假,go iawn,adjectives,0.18
2192,轻轻地,yn llachar,adverbs,0.0
2193,现在,yma,adverbs,2.05
2194,说话,sibrwd,verbs,2.6
2195,飑,gwynt,nouns,2.71
2196,笨,hydwyll,adjectives,0.68
2197,评论说,beirniadu,verbs,1.12
2198,勺子,cwpan,nouns,0.55
2199,原子,carbon,nouns,0.57
2200,农药,pla,nouns,0.63
2201,蜜糖,cynnyrch llaeth,nouns,0.28
2202,作曲家,awdur,nouns,2.88
2203,坚固,cyfrwys,adjectives,0.04
2204,棉,siwmper,nouns,0.52
2205,路,priffordd,nouns,3.92
2206,地图,sgwâr,nouns,0.18
2207,威胁,perygl,nouns,3.71
2208,威力,cryfder,nouns,3.79
2209,稀有,ecsotig,adjectives,0.65
2210,积极地,yn debygol,adverbs,0.45
2211,肉桂,losin,nouns,0.49
2212,臀部,gwefus,nouns,0.1
2213,贫穷,unig,adjectives,0.24
2214,射手,arloeswr,nouns,0.18
2215,球,gwisg,nouns,0.1
2216,事实,mewnwelediad,nouns,0.49
2217,明天,heno,adverbs,0.34
2218,家伙,ffrind,nouns,0.99
2219,章节,nos,nouns,0.0
2220,季节,gaeaf,nouns,2.33
2221,保护,arbed,verbs,2.53
2222,之前,ar ôl,adverbs,0.23
2223,谦虚,hyblyg,adjectives,0.52
2224,重要的,o ddifrif,adverbs,1.36
2225,王冠,allwedd,nouns,0.0
2226,其他,gyferbyn,adjectives,0.64
2227,威士忌酒,alcohol,nouns,2.97
2228,速度,post,nouns,0.0
2229,残忍,annheg,adjectives,1.13
2230,搅拌,ysgwyd,verbs,1.9
2231,成功,ceisio,verbs,0.58
2232,国民,yn hysbys,adjectives,0.0
2233,精确地,yn anghywir,adverbs,0.18
2234,飞行,awyrennu,nouns,3.05
2235,拇指,ewin,nouns,0.72
2236,任务,gwellt,nouns,0.0
2237,家牛,cig eidion,nouns,2.96
2238,火山,magma,nouns,1.83
2239,手臂,asgwrn,nouns,1.03
2240,深度,maint,nouns,1.01
2241,指甲,llaw,nouns,0.73
2242,衣服,drôr,nouns,0.34
2243,平淡,cyffrous,adjectives,0.14
2244,女仆,cynorthwy-ydd,nouns,2.22
2245,变成,ymddengys,verbs,0.79
2246,批评,crybwyll,verbs,1.12
2247,警长,plisman,nouns,3.11
2248,编织,symud,verbs,0.0
2249,总统,camera,nouns,0.0
2250,距离,safbwynt,nouns,0.18
2251,撤退,disgyn,verbs,0.34
2252,地板,to,nouns,0.24
2253,记得,meddwl,verbs,0.58
2254,柔软,treisgar,adjectives,0.0
2255,奴隶,gwas,nouns,2.78
2256,新,hen,adjectives,0.14
2257,疾病,twymyn,nouns,2.88
2258,日期,pen-blwydd,nouns,1.32
2259,电线,llinyn,nouns,1.44
2260,凯旋,buddugoliaeth,nouns,4.12
2261,非自然,yn naturiol,adverbs,0.23
2262,看来,yn amlwg,adverbs,1.35
2263,恢复,amnewid,verbs,0.05
2264,人,doler,nouns,0.0
2265,算术,rhesymeg,nouns,1.44
2266,击中,anelu,verbs,1.5
2267,蛇,madfall,nouns,1.16
2268,谦逊地,yn falch,adverbs,0.28
2269,绑,nyddu,verbs,1.55
2270,维他命,haearn,nouns,0.81
2271,谦逊地,yn wael,adverbs,0.05
2272,大致,yn ddibynadwy,adverbs,0.09
2273,棒球,soffa,nouns,0.0
2274,危险地,yn ofalus,adverbs,0.23
2275,想,cofio,verbs,0.58
2276,出租车,cab,nouns,5.8
2277,父亲,dyn,nouns,2.17
2278,找到,caffael,verbs,1.89
2279,幸运,cywilydd,adjectives,0.04
2280,心脏,llawdriniaeth,nouns,0.19
2281,逮捕,amau,verbs,0.23
2282,生气,hapus,adjectives,0.05
2283,家伙,styden,nouns,0.71
2284,走,danfon,verbs,0.6
2285,酸奶,gwartheg,nouns,0.33
2286,品质,ymbarél,nouns,0.04
2287,碗,plât,nouns,1.56
2288,恐龙,eliffant,nouns,0.19
2289,米饭,bachgen,nouns,0.0
2290,溶解,cymysgu,verbs,1.18
2291,小亭,blwch,nouns,0.05
2292,球,pêl-foli,nouns,3.02
2293,担心,gwastraffu,verbs,0.0
2294,周末,wythnos,nouns,1.94
2295,狐狸,ci hela,nouns,0.77
2296,玫瑰,pili-pala,nouns,0.48
2297,脚,tywod,nouns,0.1
2298,使惊奇,dathlu,verbs,0.23
2299,手,troed,nouns,0.43
2300,保持,rhoi,verbs,0.14
2301,防御,diogelu,verbs,4.15
2302,邮件,cyflymder,nouns,0.0
2303,挑选,dewis,verbs,3.92
2304,冷静,niwtral,adjectives,0.59
2305,礼物,awdur,nouns,0.0
2306,拓扑,strwythur,nouns,0.75
2307,雾,cymyl,nouns,2.52
2308,电,cas,nouns,0.04
2309,学习,gwrando,verbs,0.57
2310,不道德,anghyfreithlon,adjectives,2.04
2311,十,cyfnod,nouns,0.74
2312,云,niwl,nouns,3.06
2313,聪明,hurt,adjectives,0.04
2314,手指,blaen,nouns,0.18
2315,山谷,ceunant,nouns,3.54
2316,可能,yn obeithiol,adverbs,0.83
2317,握紧,cydio,verbs,2.59
2318,叫喊,dadlau,verbs,1.45
2319,电动,melys,adjectives,0.0
2320,了解,maddau,verbs,0.67
2321,淋透,lleihau,verbs,0.0
2322,新娘,priodfab,nouns,1.13
2323,飞机,jet,nouns,4.07
2324,状况,sefyllfa,nouns,5.24
2325,肯定,sicr,adjectives,5.54
2326,尖,llyfn,adjectives,0.24
2327,加入,caffael,verbs,0.15
2328,毯,pren,nouns,0.0
2329,井然有序,anniben,adjectives,0.18
2330,保留,cadw,verbs,3.89
2331,阿姨,nai,nouns,0.58
2332,单身牢房,carchariad,nouns,1.54
2333,在别处,adref,adverbs,0.38
2334,钟,twr,nouns,0.47
2335,海岸,gynfad,nouns,0.1
2336,显著的,amlwg,adjectives,4.14
2337,获胜者,ymgeisydd,nouns,1.49
2338,医生,athro,nouns,0.76
2339,对抗,cythruddo,verbs,1.84
2340,强大,gwan,adjectives,0.0
2341,系统,nam,nouns,0.0
2342,羞耻,lwcus,adjectives,0.04
2343,椅子,mainc,nouns,3.37
2344,情绪,angerdd,nouns,3.59
2345,肩,pen,nouns,0.54
2346,保护,amddiffyn,verbs,4.15
2347,磨坊,hedyn,nouns,0.19
2348,接受,credu,verbs,1.25
2349,儿子,brawd,nouns,0.86
2350,促进,dyrchafu,verbs,1.86
2351,走廊,ystafell ddosbarth,nouns,0.29
2352,字典,diffiniad,nouns,1.22
2353,粗糙地,yn arw,adverbs,0.6
2354,轻轻的,yn uchel,adverbs,0.0
2355,英寸,metr,nouns,1.63
2356,创建,dychmygu,verbs,0.77
2357,神经心理学,paraseicoleg,nouns,1.32
2358,大薄片,awyren,nouns,0.14
2359,货车,parsel,nouns,0.39
2360,船,coeden,nouns,0.0
2361,最近,newydd,adjectives,2.81
2362,力量,cadernid,nouns,3.79
2363,拒绝,tynnu'n ôl,verbs,1.42
2364,原谅,anghofio,verbs,0.88
2365,黄昏,noswaith,nouns,4.36
2366,今天,heno,adverbs,1.93
2367,相信,gwybod,verbs,1.41
2368,脆弱,hawdd,adjectives,0.14
2369,生气,cynddaredd,nouns,3.95
2370,本地,yn amlwg,adverbs,0.0
2371,四轮货运马车,cerbyd,nouns,3.87
2372,驱逐,gadael,verbs,0.43
2373,地毯,tŷ,nouns,0.2
2374,骨头,penelin,nouns,0.83
2375,给予,cyfraniad,nouns,2.42
2376,文章,newyddiadur,nouns,2.44
2377,叶,coeden,nouns,0.83
2378,无畏舰,llong ryfel,nouns,3.17
2379,来,cyrraedd,verbs,2.11
2380,税,incwm,nouns,0.62
2381,借,rhoddi,verbs,2.13
2382,吉他,drwm,nouns,0.68
2383,鳄鱼,madfall,nouns,0.72
2384,宣布,dweud yn gyhoeddus,verbs,4.32
2385,暗礁,traeth,nouns,0.44
2386,成功,methu,verbs,0.23
2387,姊妹,brawd,nouns,1.94
2388,攻击,gwaethygu,verbs,0.28
2389,豆,reis,nouns,0.63
2390,心靈,duw,nouns,0.65
2391,小麦,grawnfwyd,nouns,2.63
2392,伞,calibr,nouns,0.04
2393,大多,yn bennaf,adverbs,3.55
2394,铁,fitamin,nouns,0.81
2395,愤怒,rhwystredigaeth,nouns,1.98
2396,身体,ysgwydd,nouns,0.71
2397,学习,gwerthuso,verbs,0.57
2398,窗口,to,nouns,0.19
2399,床,ystafell wely,nouns,1.36
2400,百万富翁,doler,nouns,0.35
2401,批评,anghwrtais,adjectives,0.82
2402,协议,cyfamod,nouns,4.97
2403,错误,yn fanwl gywir,adjectives,0.14
2404,追求,perswadio,verbs,0.29
2405,有攻击性的,anghwrtais,adjectives,1.19
2406,啜,yfed,verbs,1.92
2407,布,lliain,nouns,2.5
2408,找到,diflannu,verbs,0.05
2409,黏,brwnt,adjectives,0.62
2410,牧师,duw,nouns,0.54
2411,重复,ymarfer,verbs,1.27
2412,简单,anystwyth,adjectives,0.09
2413,给予,benthyca,verbs,2.13
2414,明亮,seren,nouns,0.69
2415,友善,hael,adjectives,2.25
2416,发现,archwilio,verbs,2.46
2417,僧侣,offeiriad,nouns,2.27
2418,早餐,bacwn,nouns,0.57
2419,笨,deallus,adjectives,0.09
2420,熔化,hydoddi,verbs,3.51
2421,漂移,llifo,verbs,2.55
2422,布,dillad,nouns,2.03
2423,跑,reidio,verbs,0.23
2424,购买,talu,verbs,2.76
2425,测试,treial,nouns,4.29
2426,海,tsunami,nouns,1.48
2427,强大,pwerus,adjectives,4.53
2428,显然,yn fras,adverbs,0.48
2429,安全地,yn ofalus,adverbs,2.27
2430,文化,cymdeithas,nouns,1.14
2431,首词,cystrawen,nouns,0.38
2432,幼苗,deilen,nouns,1.01
2433,默默地,yn oddefol,adverbs,0.92
2434,橙子,sitrws,nouns,3.24
2435,叫喊,sgrechian,verbs,3.72
2436,骨头,gên,nouns,1.32
2437,监狱,dewis,nouns,0.04
2438,异国情调,prin,adjectives,0.65
2439,涂抹,lledaenu,verbs,0.41
2440,无政府,anhrefn,nouns,3.6
2441,运气,hapusrwydd,nouns,0.81
2442,显然,mae'n debyg,adverbs,1.35
2443,喷气式飞机,awyren,nouns,4.07
2444,争论,gwahaniaethu,verbs,0.48
2445,发送,mynychu,verbs,0.0
2446,允许,erydu,verbs,0.0
2447,新娘,tywysoges,nouns,0.54
2448,卧室,beic,nouns,0.0
2449,高兴,gwallgof,adjectives,0.28
2450,意图,ewyllys,nouns,1.51
2451,吉他,ffidil,nouns,0.82
2452,借款人,credyd,nouns,1.01
2453,南,gogledd,nouns,0.49
2454,自豪,beiddgar,adjectives,0.96
2455,募捐活动,digwyddiad,nouns,1.68
2456,快乐,hapus,adjectives,5.42
2457,雪崩,eira,nouns,1.52
2458,汽车,lori,nouns,2.21
2459,尖叫,gweiddi,verbs,3.72
2460,苍蝇,morgrugyn,nouns,0.32
2461,自由,rhyddid,nouns,4.84
2462,键盘,golau,nouns,0.04
2463,群落生境,bioleg,nouns,0.79
2464,知觉,gweledigaeth,nouns,0.73
2465,未成形,unffurf,adjectives,0.0
2466,得到,rhoi,verbs,0.15
2467,尝试,ffynnu,verbs,0.86
2468,蛋白质,handlen,nouns,0.0
2469,董事,bòs,nouns,3.58
2470,站立,cerdded,verbs,0.63
2471,状态,bachgen,nouns,0.14
2472,肺,afu,nouns,0.77
2473,证明,ffaith,nouns,0.81
2474,煮沸,ffrio,verbs,0.92
2475,化学,theori,nouns,0.52
2476,收费,dirmygu,verbs,0.0
2477,运动员,rhedwr,nouns,3.08
2478,旧,ffres,adjectives,0.09
2479,避免,gwrthod,verbs,1.43
2480,分离,cysylltu,verbs,0.23
2481,枪,gwawr,nouns,0.0
2482,牛排,cig,nouns,3.59
2483,游行,band,nouns,0.63
2484,前进,hyrwyddo,verbs,1.86
2485,章,dewis,nouns,0.04
2486,书,llenyddiaeth,nouns,2.15
2487,意见,syniad,nouns,3.21
2488,生日,blwyddyn,nouns,0.86
2489,拖着脚走,reidio,verbs,0.0
2490,想,ceisio,verbs,0.43
2491,马,bustach,nouns,0.63
2492,排球,pêl,nouns,3.02
2493,日期,calendr,nouns,2.46
2494,座位,banc,nouns,0.14
2495,极好,gwych,adjectives,5.38
2496,同意,plesio,verbs,1.35
2497,编织,clymu,verbs,1.55
2498,机器,injan,nouns,3.13
2499,神,ysglyfaeth,nouns,0.0
2500,行政管理,rheolaeth,nouns,3.01
2501,哥哥,mab,nouns,0.86
2502,盒子,ffynhonnell,nouns,0.0
2503,新,hynafol,adjectives,0.09
2504,歌剧,sinema,nouns,0.8
2505,哥哥,bachgen,nouns,1.89
2506,毁灭,creu,verbs,0.23
2507,运送,cludo,verbs,2.68
2508,演员,polyhedron,nouns,0.0
2509,松动,hyblyg,adjectives,1.31
2510,友好,yn annhebygol,adverbs,0.09
2511,副驾驶,plisman,nouns,0.1
2512,起源,darganfod,verbs,0.34
2513,公式,log,nouns,0.4
2514,大规模,mawr,adjectives,3.81
2515,狀師,cyfreithiwr,nouns,3.65
2516,查询,angen,verbs,0.14
2517,正直地,yn aeddfed,adverbs,0.84
2518,不准确地,yn union,adverbs,0.18
2519,机械地,yn ddelfrydol,adverbs,0.09
2520,污染,awyrgylch,nouns,0.69
2521,给予,derbyn,verbs,0.05
2522,办公室,gweithiwr,nouns,0.53
2523,海滩,arfordir,nouns,2.45
2524,手臂,corff,nouns,0.68
2525,徘徊,gadael,verbs,0.49
2526,戏弄,niweidio,verbs,0.72
2527,海,traeth,nouns,2.17
2528,定理,theori,nouns,3.66
2529,紧紧地,yn anhygoel,adverbs,0.0
2530,预测,pennu,verbs,0.49
2531,机灵,cyfrwys,adjectives,1.35
2532,名单,arae,nouns,0.73
2533,尝试,meddwl,verbs,0.43
2534,感染,ffurfdroad,nouns,0.0
2535,举起,dyrchafu,verbs,3.72
2536,教堂,mosäig,nouns,0.35
2537,手腕,braich,nouns,0.7
2538,沙发,cadair,nouns,2.39
2539,大主教,esgob,nouns,3.63
2540,玻璃,crisial,nouns,1.6
2541,屋顶,nenfwd,nouns,3.79
2542,退出,gwrthod,verbs,1.42
2543,屋顶,ffenestr,nouns,0.19
2544,机灵,hurt,adjectives,0.09
2545,包皮,enwaediad,nouns,0.77
2546,降落,lleihau,verbs,0.44
2547,女演员,actor,nouns,3.68
2548,取得,dod i feddiant,verbs,4.18
2549,女佣,merch,nouns,2.4
2550,听见,siarad,verbs,0.57
2551,后缀,atodiad,nouns,3.03
2552,吸引,taro,verbs,0.0
2553,过道,coridor,nouns,4.18
2554,机械师,gweithiwr,nouns,2.23
2555,酒,band,nouns,0.0
2556,算术,rhythm,nouns,0.04
2557,參加,cydweithredu,verbs,0.97
2558,惩罚,dysgu,verbs,0.33
2559,生物学家,microsgop,nouns,0.49
2560,亲密,personol,adjectives,0.6
2561,夺取,cymryd,verbs,2.06
2562,演员,canwr,nouns,1.78
2563,田,ceirchen,nouns,0.33
2564,帅哥,dyn,nouns,0.71
2565,悲伤,cywilydd,nouns,1.15
2566,停,chwibanu,verbs,0.05
2567,颚,asgwrn,nouns,1.32
2568,想,ymholi,verbs,0.64
2569,坚固地,yn ddigynnwrf,adverbs,0.78
2570,公主,bisged,nouns,0.0
2571,员工,cyflogwr,nouns,0.35
2572,诚实地,byth,adverbs,0.0
2573,河谷,afon,nouns,1.31
2574,车,car,nouns,5.41
2575,发送,derbyn,verbs,0.37
2576,大规模,seryddol,adjectives,0.24
2577,宪法,ymerawdwr,nouns,0.1
2578,家牛,buwch,nouns,4.17
2579,灰尘,ysgubell,nouns,0.28
2580,嫌疑人,dyn,nouns,0.63
2581,尺寸,dimai,nouns,0.0
2582,衣服,ffabrig,nouns,2.03
2583,作弊,twyllo,verbs,3.37
2584,舌头,cyhyrau,nouns,0.84
2585,金属,tun,nouns,2.71
2586,混合,hydoddi,verbs,1.18
2587,神话,dychan,nouns,0.33
2588,接受,cytuno,verbs,3.21
2589,容器,potel,nouns,2.66
2590,个人,agos,adjectives,0.6
2591,相信,derbyn,verbs,1.25
2592,电缆,dewin,nouns,0.0
2593,帮助,amddiffyn,verbs,1.15
2594,石,pren,nouns,0.1
2595,唇,clun,nouns,0.1
2596,穆斯林,esgob,nouns,0.52
2597,长,cul,adjectives,0.34
2598,坏,euog,adjectives,0.65
2599,说,cymryd rhan,verbs,0.0
2600,拿,ymaflyd,verbs,2.06
2601,碱,asid,nouns,0.14
2602,带来,adfer,verbs,0.04
2603,赛跑,athronydd,nouns,0.0
2604,半学年,tymor,nouns,4.22
2605,狭窄,eang,adjectives,0.14
2606,坟墓,beddrod,nouns,0.82
2607,房间,cell,nouns,2.13
2608,球拍,pêl,nouns,0.63
2609,从不,yn onest,adverbs,0.0
2610,感情上,yn drist,adverbs,1.51
2611,月,awst,nouns,2.35
2612,烘烤,ffrio,verbs,1.15
2613,节约,gwario,verbs,0.37
2614,芥末,hedyn,nouns,0.43
2615,遇见,nofio,verbs,0.0
2616,疯,gorffwyll,adjectives,4.69
2617,有礼貌地,yn gyfrinachgar,adverbs,0.32
2618,能力,cymhwysedd,nouns,4.24
2619,汽车,ffatri,nouns,0.14
2620,换算,uchder,nouns,0.04
2621,地窖,drws,nouns,0.28
2622,资产,stoc,nouns,2.97
2623,日落,llinyn,nouns,0.0
2624,光,bysellfwrdd,nouns,0.04
2625,教育,tiwtora,verbs,3.94
2626,未成熟的,wedi tyfu,adjectives,0.23
2627,指甲,pen,nouns,0.05
2628,球,raced,nouns,0.63
2629,自豪,llawenydd,nouns,1.76
2630,嘴巴,dant,nouns,0.82
2631,失去,cael,verbs,0.23
2632,情感,hwyliau,nouns,2.79
2633,来,mynd  ,verbs,0.63
2634,浮动,canu,verbs,0.0
2635,笨,twp,adjectives,5.56
2636,字,cliw,nouns,0.29
2637,开始,tarddu,verbs,3.81
2638,不诚实,drwg,adjectives,1.26
2639,走,dod,verbs,0.63
2640,珍贵,diog,adjectives,0.04
2641,更改,adnewid,verbs,3.26
2642,一次,dwywaith,adverbs,0.62
2643,离开,gwahanu,verbs,2.04
2644,伙伴,dyn,nouns,1.64
2645,类别,anhrefn,nouns,0.05
2646,创建,tynnu,verbs,0.09
2647,新鲜,newydd,adjectives,4.0
2648,家长,tad,nouns,3.58
2649,冷静,wedi ymlacio,adjectives,1.0
2650,坚强,balch ,adjectives,0.63
2651,孩子,bachgen,nouns,2.63
2652,不确定,ofnus,adjectives,1.46
2653,淹,arbed,verbs,0.1
2654,毁灭,adeiladu,verbs,0.23
2655,幸福,tristwch,nouns,0.2
2656,宽,ffres,adjectives,0.05
2657,女英雄,arwr,nouns,3.9
2658,总统,llygredd,nouns,0.0
2659,汽车,pibell,nouns,0.04
2660,小炮舰,arfordir,nouns,0.1
2661,爸爸,mam,nouns,1.08
2662,保留,dinistrio,verbs,0.14
2663,草药,mariwana,nouns,2.27
2664,花费,arbed,verbs,0.37
2665,猎物,duw,nouns,0.0
2666,感觉,greddf,nouns,3.94
2667,本来,yn greadigol,adverbs,0.7
2668,岛,traeth,nouns,1.19
2669,溅,gludedd,nouns,0.04
2670,水煮,wedi'i goginio,adjectives,2.38
2671,兄弟,enaid,nouns,0.0
2672,表,machlud haul,nouns,0.0
2673,捏,bwrw,verbs,0.73
2674,打,ffrâm,nouns,0.04
2675,末期地,yn bennaf,adverbs,0.4
2676,今天晚上,heddiw,adverbs,1.93
2677,指控,dweud celwydd,verbs,0.43
2678,帮忙,gofyn,verbs,0.24
2679,桥,car,nouns,0.24
2680,控制,stopio,verbs,0.29
2681,乐队,parêd,nouns,0.63
2682,惩罚,ufuddhau,verbs,0.29
2683,小说,awdur,nouns,0.7
2684,出租车,bws,nouns,1.44
2685,打,cymysgu,verbs,0.55
2686,分析,cymharu,verbs,2.42
2687,屋顶,llawr,nouns,0.24
2688,阴谋家,strategydd,nouns,3.31
2689,组织,casglu,verbs,1.0
2690,忽略,gadael,verbs,0.68
2691,目标,enillydd,nouns,0.05
2692,枪,llyfr nodiadau,nouns,0.0
2693,短小,corachaidd,adjectives,2.67
2694,纸币,taliad,nouns,0.6
2695,硬纸板,papur,nouns,2.65
2696,多,dwywaith,adverbs,0.29
2697,洞,gwraig,nouns,0.32
2698,天文学家,galaeth,nouns,0.24
2699,老鼠,cath,nouns,0.43
2700,北方,gorllewin,nouns,0.64
2701,破产,methiant,nouns,0.85
2702,方式,ffordd,nouns,4.08
2703,减少,cyfyngu,verbs,2.92
2704,果汁,afal,nouns,1.18
2705,警告,stopio,verbs,0.7
2706,粗糙,anghwrtais,adjectives,0.53
2707,年轻,hapus,adjectives,0.2
2708,瞄准,taro,verbs,1.5
2709,努力,blaengau,verbs,0.15
2710,努力,anhawster,nouns,0.69
2711,新闻,clecs,nouns,2.49
2712,头,troed,nouns,0.29
2713,刺激,poenydio,verbs,3.64
2714,表达,dweud,verbs,3.54
2715,现实,ffantasi,nouns,0.84
2716,头盔,arf,nouns,0.54
2717,灵活的,elastig,adjectives,2.92
2718,装作,dweud celwydd,verbs,1.79
2719,服从,gwrando,verbs,2.31
2720,害羞,ofnus,adjectives,1.46
2721,容易,mawr,adjectives,0.0
2722,十年,canrif,nouns,0.29
2723,肚子,canol,nouns,1.49
2724,击剑,gymnasteg,nouns,0.66
2725,没有覆蓋的,wedi ei orchuddio,adjectives,0.09
2726,三角洲,môr,nouns,0.69
2727,订婚,priodi,verbs,1.73
2728,因式分解,dadelfennu,nouns,2.02
2729,静脉,llong,nouns,0.0
2730,宗教,seciwlarydd,nouns,0.6
2731,承认,derbyn,verbs,3.04
2732,阳光,pelydr,nouns,1.78
2733,频繁,anwybodus,adjectives,0.04
2734,草,llafn,nouns,0.3
2735,蜥蜴,neidr,nouns,1.16
2736,加,rhannu,verbs,0.28
2737,批评,casáu,verbs,0.68
2738,滨,arfordir,nouns,2.81
2739,保持,amddiffyn,verbs,0.73
2740,天气,cwmwl,nouns,1.59
2741,大学,dosbarth,nouns,0.69
2742,加剧,trafferthu,verbs,0.35
2743,勺子,sudd,nouns,0.05
2744,来源,blwch,nouns,0.0
2745,盒子,lifft,nouns,0.0
2746,主意,delwedd,nouns,0.45
2747,模糊,aneglur,adjectives,4.44
2748,笨,ffôl,adjectives,5.04
2749,被动地,yn dawel,adverbs,0.92
2750,情况,amgylchiad,nouns,5.24
2751,抱怨,dadlau,verbs,1.59
2752,辩论,gwrthddadlau,verbs,3.19
2753,缺席,presenoldeb,nouns,0.54
2754,货币,cyfnewid,nouns,0.8
2755,定位,darganfod,verbs,1.21
2756,忍耐力,blodyn,nouns,0.33
2757,真实地,yn bwysig,adverbs,0.35
2758,猫,ci,nouns,0.78
2759,焦急地,yn nerfus,adverbs,3.61
2760,公共汽车,cab,nouns,1.44
2761,传感器,rheiddiadur,nouns,0.28
2762,法律,ysgol,nouns,0.33
2763,女士,gŵr bonheddig,nouns,0.43
2764,词性变化,haint,nouns,0.0
2765,侵略,gelyniaeth,nouns,1.77
2766,允许,mynd  ,verbs,0.0
2767,骨头,dannedd,nouns,0.72
2768,骨头,braich,nouns,1.03
2769,女儿,tad,nouns,0.49
2770,湖,cwmwl,nouns,0.2
2771,民主,brenhiniaeth,nouns,0.2
2772,发光,disgleirio,verbs,4.21
2773,家长,oedolyn,nouns,2.49
2774,金,sinc,nouns,0.61
2775,圣歌,concwest,nouns,0.0
2776,银行家,cyfreithiwr,nouns,0.49
2777,卖,mynd,verbs,0.0
2778,成年人,babi,nouns,0.38
2779,智力,anwybodaeth,nouns,0.05
2780,博物馆,mintys,nouns,0.0
2781,死,claddu,verbs,1.59
2782,松饼,persli,nouns,0.05
2783,放开,gwasgu,verbs,0.05
2784,棉,polyester,nouns,1.25
2785,每周,misol,adjectives,1.27
2786,剧院,batri,nouns,0.0
2787,重要,hanfodol,adjectives,4.42
2788,苹果,sudd,nouns,1.18
2789,车,corn,nouns,0.29
2790,猫,llew,nouns,1.56
2791,惯例,rheol,nouns,2.63
2792,混合,yfed,verbs,0.15
2793,牙齿,ceg,nouns,0.82
2794,俱乐部,nod,nouns,0.0
2795,世俗主义,crefydd,nouns,0.6
2796,喝,cymysgu,verbs,0.15
2797,羊肉,dafad,nouns,3.83
2798,冠军,enillydd,nouns,5.42
2799,保护,cynorthwyo,verbs,1.15
2800,合法,diogel,adjectives,0.73
2801,妻子,gwellt,nouns,0.09
2802,瓶子,jar,nouns,3.53
2803,员工,canwr,nouns,0.18
2804,小木屋,bwthyn,nouns,3.01
2805,不同意,brwydro,verbs,0.45
2806,市长,llywydd,nouns,1.9
2807,能量,batri,nouns,2.26
2808,地区,rhanbarth,nouns,5.24
2809,肥料,twf,nouns,0.68
2810,学费,ysgoloriaeth,nouns,0.81
2811,暴力,goddefol,adjectives,0.0
2812,侮辱,digio,verbs,2.76
2813,年,canrif,nouns,1.6
2814,负责任,yn ddibynadwy,adverbs,3.63
2815,争论,cytundeb,nouns,0.28
2816,蟋蟀,cefnogwr,nouns,0.05
2817,梦想,awyr,nouns,0.19
2818,作者,darllenydd,nouns,0.38
2819,农业,planhigyn,nouns,0.94
2820,煮,colli,verbs,0.0
2821,瘦,main,adjectives,4.17
2822,队长,morwr,nouns,0.74
2823,某些,nerfus,adjectives,0.0
2824,世纪,degawd,nouns,0.29
2825,搏斗,anghytuno,verbs,0.45
2826,智力,doethineb,nouns,3.66
2827,学期,semester,nouns,4.22
2828,谈判,diplomyddiaeth,nouns,2.11
2829,树枝,braich,nouns,0.65
2830,新,diweddar,adjectives,2.81
2831,喧闹声,rhuglen,nouns,0.8
2832,银行,sedd,nouns,0.14
2833,听,clywed,verbs,3.63
2834,晚饭,pryd bwyd,nouns,3.0
2835,抓住,rhyddhau,verbs,0.69
2836,危险,bygythiad,nouns,3.71
2837,救援,arbed,verbs,4.71
2838,完成,graddio,verbs,1.78
2839,柠檬,te,nouns,0.39
2840,理论,theorem,nouns,3.66
2841,污染,llywydd,nouns,0.0
2842,插图,pothell,nouns,0.0
2843,烧伤,mygu,verbs,0.98
2844,红色,glas,adjectives,0.44
2845,啤酒,diod,nouns,2.42
2846,不可能,dichonadwy,adjectives,0.48
2847,旅程,concwest,nouns,0.43
2848,行动,cwrs,nouns,0.18
2849,腰,stumog,nouns,1.49
2850,宣告,datgan,verbs,4.32
