ID,FIN,HEB,PoS,score
1999,piispa,מוסלמי,nouns,0.8
2000,enimmäkseen,בעיקר,adverbs,4.85
2001,veli,אחות,nouns,2.4
2002,teoria,היפותזה,nouns,4.65
2003,ulkomaalainen,מתרגם,nouns,0.3
2004,lukko,מפתח,nouns,1.2
2005,pirtelö,מיץ,nouns,1.7
2006,olennaisesti,אנושות,adverbs,0.65
2007,matkapuhelin,טלפון,nouns,4.45
2008,katto,תקרה,nouns,3.85
2009,vapauttaa,ללחוץ,verbs,0.45
2010,karkeasti,בקוצר רוח,adverbs,0.45
2011,täydellisesti,באמת,adverbs,1.9
2012,huonekalut,דירה,nouns,0.8
2013,sosiobiologia,מוטציה,nouns,0.4
2014,viikottainen,חודשי,adjectives,1.45
2015,usva,ענן,nouns,2.55
2016,lentokone,מסוק,nouns,2.35
2017,kalkkuna,ציפור,nouns,2.25
2018,ovela,קשוח,adjectives,0.25
2019,moottori,שסתום,nouns,1.7
2020,lujasti,ברוגע,adverbs,0.2
2021,katastrofi,תאונה,nouns,4.25
2022,lyödä,להצליף,verbs,3.75
2023,alusvaatteet,גוף,nouns,0.35
2024,talo,מפתח,nouns,0.85
2025,kerho,סימן,nouns,0.05
2026,muinainen,מודרני,adjectives,0.7
2027,purkki,כוס,nouns,2.55
2028,tärkeä,הכרחי,adjectives,4.0
2029,kiistellä,להוכיח,verbs,1.1
2030,peukalo,יד,nouns,1.85
2031,säilytysastia,עכבר,nouns,0.0
2032,papu,אורז,nouns,1.35
2033,kuningas,נסיך,nouns,2.15
2034,sattua,ליפול,verbs,1.1
2035,torjua,לסגת,verbs,0.95
2036,vanha,חדש,adjectives,0.7
2037,varastaa,לקנות,verbs,0.65
2038,pelata uhkapeliä,להתערב,verbs,2.95
2039,kulho,צלחת,nouns,2.6
2040,hermo,גוף,nouns,1.0
2041,pekoni,ארוחה,nouns,1.25
2042,ruokavalio,תפוח,nouns,0.85
2043,tie,כביש מהיר,nouns,4.2
2044,amerikkalainen jalkapallo,כיף,nouns,0.55
2045,mieli,מוח,nouns,1.65
2046,eri tavalla,סופית,adverbs,0.2
2047,sana,רמז,nouns,0.45
2048,rikos,גניבה,nouns,2.85
2049,hankkia,למצוא,verbs,1.15
2050,mies,אבא,nouns,2.8
2051,siristää silmiään,לבהות,verbs,1.3
2052,tykki,רובה,nouns,2.85
2053,paha,אשם,adjectives,0.95
2054,uhri,טלפון,nouns,0.15
2055,auto,מד,nouns,0.6
2056,suoja,באקלר,nouns,2.55
2057,viski,יין,nouns,2.6
2058,suuresti,בבהירות,adverbs,0.55
2059,älykkyys,בורות,nouns,0.65
2060,strategi,תחבולן,nouns,3.0
2061,tukki,נוסחה,nouns,0.2
2062,vuosisata,ליקר,nouns,0.0
2063,turvallisesti,בשמחה,adverbs,0.8
2064,pekoni,שעועית,nouns,0.7
2065,lapsi,בן,nouns,3.25
2066,syyllinen,מתבייש,adjectives,0.85
2067,realistisesti,לאחרונה,adverbs,0.1
2068,sekularisti,דת,nouns,0.85
2069,laaja,צר,adjectives,0.65
2070,tiivis,מטומטם,adjectives,0.1
2071,pala,שדה תעופה,nouns,0.1
2072,soturi,גבר,nouns,1.55
2073,mulkoilla,לפזול,verbs,1.3
2074,kettu,כלב,nouns,1.7
2075,valinta,פרק,nouns,0.2
2076,ruokalista,הזמנה,nouns,0.65
2077,reilusti,באופן לא הוגן,adverbs,0.7
2078,terapia,ביהביוריזם,nouns,1.0
2079,päivällinen,מרק,nouns,1.75
2080,hirveä,רע,adjectives,4.1
2081,epäreilu,אכזר,adjectives,1.35
2082,ministeriö,סולטן,nouns,0.65
2083,totella,להעניש,verbs,0.6
2084,häpeä,צער,nouns,1.25
2085,säästää,להרוס,verbs,0.5
2086,ammatti,מכללה,nouns,0.8
2087,julma,לא הוגן,adjectives,1.35
2088,nopeus,ערך,nouns,0.65
2089,temppu,משחק,nouns,1.2
2090,nauraa,לשיר,verbs,0.6
2091,siemen,חרדל,nouns,1.25
2092,sivuuttaa,לעזוב,verbs,1.65
2093,yö,שחר,nouns,1.35
2094,lakimies,בנקאי,nouns,1.15
2095,viihdyttää,להנות,verbs,1.2
2096,sitoa,לאחד,verbs,2.85
2097,ajokoira,שועל,nouns,1.7
2098,jäädä,לעזוב,verbs,1.05
2099,äänekkäästi,בעדינות,adverbs,0.25
2100,saada,לרכוש,verbs,1.85
2101,teoria,כימיה,nouns,0.25
2102,viestintä,טלויזיה,nouns,1.6
2103,etelä,צפון,nouns,1.35
2104,alkoholi,יין,nouns,2.45
2105,lammas,בקר,nouns,2.55
2106,puhdas,ללא רבב,adjectives,4.8
2107,ottaa,לעזוב,verbs,0.55
2108,helppo,פשוט,adjectives,3.95
2109,naudanliha,בשר,nouns,2.95
2110,ovi,פעמון,nouns,0.6
2111,kummallinen,משונה,adjectives,5.25
2112,presidentti,תלמיד,nouns,0.4
2113,merkki,סמל,nouns,5.05
2114,saari,חוף,nouns,1.1
2115,vuosi,מאה,nouns,2.15
2116,sana,מילון,nouns,1.6
2117,tulivuori,מגמה,nouns,1.4
2118,tippua,לשפוך,verbs,1.7
2119,kauhea,רע,adjectives,3.25
2120,ovi,שער,nouns,3.8
2121,oppimaton,רגיל,adjectives,0.05
2122,valehdella,להכחיש,verbs,1.2
2123,kuulustella,לחקור,verbs,2.75
2124,suffiksi,מוספית,nouns,3.0
2125,lenkkikengät,מדליה,nouns,0.55
2126,paperi,פוסטר,nouns,2.45
2127,ase,מחברת,nouns,0.0
2128,avoimesti,בעוצמה,adverbs,0.35
2129,nokkela,מטומטם,adjectives,0.65
2130,itkeä,לייבב,verbs,4.7
2131,tuhota,ליצור,verbs,0.7
2132,supistaa,לכווץ,verbs,3.1
2133,pohjoinen,מערב,nouns,1.5
2134,olla tunnustamatta,לתת,verbs,0.45
2135,turvallisuus,נוחות,nouns,0.9
2136,varastaa,לתת,verbs,0.55
2137,urheilija,אצן,nouns,2.6
2138,pääasiassa,סופני,adverbs,0.15
2139,kylki,פסגה,nouns,0.5
2140,käsivarsi,רגל,nouns,1.65
2141,jättää,ללכת,verbs,2.1
2142,puumateriaali,אבן,nouns,0.75
2143,ilmailuelektroniikka,אווירונאוטיקה,nouns,1.8
2144,fantastisesti,באופן מדהים,adverbs,5.5
2145,kirjallinen muotokuva,הופעה,nouns,0.55
2146,likainen,צר,adjectives,0.0
2147,kovakouraisesti,בוודאי,adverbs,0.4
2148,saavuttaa,לנסות,verbs,1.0
2149,kypsentää,לאבד,verbs,0.0
2150,myydä,לסחור,verbs,3.65
2151,herkkäuskoinen,טיפשי,adjectives,1.9
2152,yrtti,מריחואנה,nouns,2.7
2153,etsiä,לשוטט,verbs,0.95
2154,alue,אזור,nouns,4.68
2155,suurenmoinen,רע,adjectives,0.35
2156,koira,סוס,nouns,1.45
2157,aivot,עצם,nouns,1.3
2158,raamattu,ספר,nouns,2.05
2159,muistuttaa,להגיד,verbs,1.6
2160,hyvin,מוכר,adjectives,0.4
2161,moottori ,סירה,nouns,1.0
2162,kuutio,קוביית משחק,nouns,3.85
2163,henkilö,חיה,nouns,0.9
2164,pilvi,אובך,nouns,2.6
2165,tapaus,חשמל,nouns,0.2
2166,kappale,בחירה,nouns,0.2
2167,illuusio,מציאות,nouns,0.7
2168,mies,אישה,nouns,1.25
2169,vitamiini,ברזל,nouns,1.3
2170,kansallinen,מוכר,adjectives,0.85
2171,joustava,רפוי,adjectives,1.25
2172,aamiainen,ארוחת ערב,nouns,2.0
2173,olla tunnustamatta,להזניח,verbs,0.8
2174,tervehtiä,להיפגש,verbs,1.3
2175,hakija,מועמדות,nouns,1.7
2176,salata,לכסות,verbs,3.15
2177,rouskua,לפצח,verbs,0.7
2178,viski,שמפניה,nouns,1.95
2179,polvi,זרוע,nouns,1.4
2180,synnintekijä,קדוש,nouns,0.65
2181,opiskelija,מורה,nouns,1.3
2182,vaikea,קל,adjectives,0.65
2183,ikävä,מוגן,adjectives,0.15
2184,vaimo,אמא,nouns,2.1
2185,täsmällinen,שגוי,adjectives,0.55
2186,laatikko,סיגר,nouns,0.5
2187,kohdella,לשלם,verbs,0.2
2188,ilmoittaa,לתאר,verbs,0.6
2189,päiväkoti,גן טרום חובה,nouns,2.5
2190,viehättää,להכות,verbs,0.45
2191,keramiikka,קרמיקה,nouns,3.85
2192,kappeli,צריח,nouns,1.9
2193,intohimo,רגש,nouns,3.0
2194,kunnossa oleva,בינוני,adjectives,0.9
2195,kohde,חץ,nouns,0.8
2196,tekijä,קורא,nouns,1.15
2197,elokuva,תיאטרון,nouns,1.3
2198,orivarsa,סוס,nouns,2.75
2199,luu,שריר,nouns,0.95
2200,papu,בייקון,nouns,0.7
2201,lykätä,לסיים,verbs,0.55
2202,linja-auto,מונית,nouns,2.0
2203,seimi,מיטה,nouns,3.0
2204,merkittävä,זעיר,adjectives,0.65
2205,unelma,שמיים,nouns,0.45
2206,torjua,לבחור,verbs,0.1
2207,edellyttää,לסדר,verbs,0.15
2208,outo,מוזר,adjectives,5.25
2209,löytää,לאתר,verbs,4.55
2210,luu,שיניים,nouns,1.8
2211,tuhota,להרוג,verbs,2.5
2212,väkivaltainen,כועס,adjectives,1.7
2213,punainen,כחול,adjectives,1.35
2214,ilta,שקיעה,nouns,1.6
2215,kappeli,כבל,nouns,0.0
2216,tyhmä,טיפש,adjectives,5.0
2217,mukava,נדיב,adjectives,1.0
2218,rankka,קשה,adjectives,3.35
2219,epärehellinen,ישר,adjectives,0.7
2220,murehtia,לבזבז,verbs,0.15
2221,uskomus,רושם,nouns,1.3
2222,populaatio,אנשים,nouns,3.4
2223,tiede,פסיכולוגיה,nouns,1.95
2224,välttää,לדחות,verbs,1.5
2225,liha,בייקון,nouns,2.75
2226,luonto,צמחייה,nouns,2.35
2227,ortodontti,רופא,nouns,2.3
2228,sisäistää,להבין,verbs,4.4
2229,vapaa,תמים,adjectives,0.4
2230,kello,מגדל,nouns,0.75
2231,epäonnistua,לדכא,verbs,0.75
2232,linssi,מצלמה,nouns,1.7
2233,hirveä,מעולה,adjectives,0.6
2234,laiton,מושחת,adjectives,1.9
2235,muodostaa,לעשות,verbs,2.6
2236,ovela,מוזר,adjectives,0.55
2237,aikuinen,תינוק,nouns,1.1
2238,paha,שקרן,adjectives,1.3
2239,liina,בגדים,nouns,1.65
2240,mäntä,מנוע,nouns,1.7
2241,meteori,כבידה,nouns,0.6
2242,elää,לשרוד,verbs,2.55
2243,torjua,לגנות,verbs,1.7
2244,karja,כבש,nouns,2.55
2245,syyllinen,כן,adjectives,0.35
2246,viskositeetti,התזה,nouns,0.55
2247,muffini,פטרוזיליה,nouns,0.6
2248,uskomaton,רגיל,adjectives,0.6
2249,kilpailla,לסיים,verbs,0.3
2250,puumateriaali,נייר,nouns,1.45
2251,negatiivinen,לעולם לא,adjectives,1.35
2252,pitää,להשאיל,verbs,0.75
2253,katastrofi,מוות,nouns,1.6
2254,tauti,סכנה,nouns,0.75
2255,kiistellä,לשכנע,verbs,1.25
2256,jakaa,לכפול,verbs,1.4
2257,ovi,אחווה,nouns,0.0
2258,ylpeä,חזק,adjectives,0.45
2259,päivämäärä,יום הולדת,nouns,1.85
2260,älykkyys,היגיון,nouns,2.7
2261,loistaa,לזהור,verbs,4.6
2262,apokalypsi,שריפה,nouns,0.6
2263,karja,יוגורט,nouns,0.65
2264,nieleksiä,לגמוע,verbs,2.55
2265,sankari,גיבורה,nouns,3.7
2266,kaupunki,עיר,nouns,3.55
2267,selviytyä,לחיות,verbs,2.55
2268,auttaa,לבקש,verbs,1.1
2269,janoinen,רעב,adjectives,1.3
2270,typerä,מטומטם,adjectives,5.0
2271,tarina,עפרון,nouns,0.5
2272,analysoida,להשוות,verbs,2.05
2273,juhla,מסיכה,nouns,0.6
2274,valittaa,להביא,verbs,0.0
2275,heppu,חתיך,nouns,1.35
2276,heliumi,אוויר,nouns,1.4
2277,helposti,בנוחיות,adverbs,1.55
2278,sanakirja,מילה,nouns,1.6
2279,ajatella,לנסות,verbs,0.4
2280,pallo,כפפה,nouns,0.6
2281,aktiivisesti,במדוייק,adverbs,0.9
2282,johdin,תיל,nouns,3.55
2283,piirtää,ליצור,verbs,1.95
2284,kone,מנוע,nouns,2.6
2285,painava,עמוס,adjectives,1.45
2286,onnistua,להשיג,verbs,2.85
2287,hissi,מכונית,nouns,0.45
2288,tragedia,מוות,nouns,1.8
2289,niellä,לשתות,verbs,2.0
2290,majatalo,מוטל,nouns,4.3
2291,mahtava,רע,adjectives,0.5
2292,teeskennellä,לשקר,verbs,3.1
2293,vanhempi,אבא,nouns,3.45
2294,raamattu,המנון,nouns,0.65
2295,vaatimaton,גמיש,adjectives,0.35
2296,keskinkertainen,טוב,adjectives,0.9
2297,vastaanottaa,לתפוס,verbs,1.0
2298,heikentyä,לנגב,verbs,0.05
2299,ehdokas,מנצח,nouns,1.15
2300,auringonlasku,שולחן,nouns,0.0
2301,tohtori,אורתודונט,nouns,2.3
2302,antaa,להרשות,verbs,3.45
2303,lemmikkieläin,חתול,nouns,2.85
2304,märkä,דביק,adjectives,1.05
2305,asetyylikoliini,איריס,nouns,0.45
2306,väkijoukko,מצעד,nouns,1.65
2307,liitto,קומבינציה,nouns,3.3
2308,pankkiiri,פרקליט,nouns,1.15
2309,keilaaminen,שחקן כדורת,nouns,2.4
2310,tauota,להמתין,verbs,1.35
2311,tuoli,שרפרף,nouns,3.8
2312,televisio,תקשורת,nouns,1.6
2313,välttää,להכחיש,verbs,1.05
2314,epämääräinen,לא ברור,adjectives,4.15
2315,puoli,תחתית,nouns,1.1
2316,ennen,אחרי,adverbs,0.7
2317,patikoida,לטפס,verbs,1.7
2318,suu,שפה,nouns,1.7
2319,tarpeeton,הכרחי,adjectives,0.75
2320,rytmi,שיר,nouns,1.35
2321,homofoni,פוטופון,nouns,0.5
2322,kovakouraisesti,בקלות,adverbs,0.3
2323,kynsi,אגודל,nouns,1.65
2324,vaimo,סנט,nouns,0.0
2325,heikko,חריף,adjectives,0.1
2326,mitali,מאמנים,nouns,0.55
2327,säikähtänyt,נרגש,adjectives,0.75
2328,aikuinen,הורה,nouns,2.55
2329,valtameri,ים,nouns,4.0
2330,yleensä,באופן לא סדיר,adverbs,0.7
2331,kirja,כתב יד,nouns,1.7
2332,vetolaatikko,בגדים,nouns,0.65
2333,onnellisesti,נורא,adverbs,0.15
2334,ruoka,תוכנית,nouns,0.25
2335,juoda,לגדל,verbs,0.0
2336,kissa,כלב,nouns,1.45
2337,kirkko,קתדרלה,nouns,4.15
2338,naida,להצטרף,verbs,0.8
2339,shamppanja,וויסקי,nouns,1.95
2340,tietää,לשכוח,verbs,0.65
2341,paha,מעולה,adjectives,0.5
2342,käsikirjoittaja,טלויזיה,nouns,0.9
2343,todella,לחלוטין,adverbs,1.9
2344,jalkaterä,יד,nouns,1.35
2345,mekaaninen,חשמלי,adjectives,1.2
2346,vene,סיפון,nouns,1.1
2347,sana,ביטוי,nouns,2.1
2348,normaalisti,באופן חריג,adverbs,0.65
2349,puolustaa,להרוג,verbs,0.6
2350,tärkeä,מכריע,adjectives,3.75
2351,epäreilusti,ללא הגיון,adverbs,2.05
2352,diodi,קבל,nouns,1.6
2353,luu,מרפק,nouns,1.45
2354,ladata,לתעב,verbs,0.4
2355,raha,משכורת,nouns,2.85
2356,ottaa osaa,להגיד,verbs,0.55
2357,valmiudet,כוח,nouns,2.4
2358,imeä itseensä,לסגת,verbs,0.55
2359,kamera,עובד,nouns,0.15
2360,fakta,תובנה,nouns,1.5
2361,tiedustella,לחשוב,verbs,0.9
2362,pienentää,לרדת,verbs,0.85
2363,järvi,ביצה,nouns,1.45
2364,kaareva,ישר,adjectives,0.75
2365,täysin,באופן שולי,adverbs,0.5
2366,haavoittuvainen,נוח,adjectives,0.15
2367,lopettaa,להתחיל,verbs,0.7
2368,ruoho,שורש,nouns,1.15
2369,ilma,מולקולה,nouns,1.1
2370,rakentaa,ליצור,verbs,3.8
2371,atomi,מולקולה,nouns,2.5
2372,rumpu,קרן,nouns,0.45
2373,suojella,להציל,verbs,2.05
2374,tunnustaa,להודיע,verbs,1.5
2375,virsi,תורה,nouns,0.65
2376,nappi,בגדים,nouns,1.35
2377,täysin,אך ורק,adverbs,2.4
2378,avioliiton ulkopuolinen,בלתי נסלח,adjectives,0.1
2379,mato,נוזקה,nouns,1.8
2380,tänä iltana,מחר,adverbs,0.9
2381,valuutta,חליפין,nouns,0.8
2382,terävä,מתון,adjectives,0.45
2383,säilyttää,לשכוח,verbs,0.5
2384,levy,מטען,nouns,0.2
2385,nopea,מהיר,adjectives,5.15
2386,rakko,הדגמה,nouns,0.0
2387,artikkeli,ספר,nouns,1.8
2388,ovela,פיקח,adjectives,3.55
2389,asenne,אמון,nouns,1.3
2390,pari,זוג,nouns,5.25
2391,uudelleenhautaaminen,קבר,nouns,1.35
2392,tuoli,ספה,nouns,2.3
2393,tuhota,ליצור,verbs,0.7
2394,omistaa,לספוג,verbs,0.2
2395,olla velkaa,להלוות,verbs,1.95
2396,vartalo,לבנים,nouns,0.35
2397,kohtuuttomasti,באופן לא הוגן,adverbs,2.05
2398,keskustelu,תקשורת,nouns,2.6
2399,kirjailija,מלחין,nouns,1.7
2400,toimisto,עובד,nouns,0.95
2401,näyttelijä,זמר,nouns,1.55
2402,vilpittömästi,לרוב,adverbs,0.05
2403,vastaanottaa,לתת,verbs,1.15
2404,arvomerkki,כבוד,nouns,0.8
2405,järkyttää,לדכא,verbs,0.75
2406,hyökkäys,בליץ,nouns,3.65
2407,moottoritie,כביש,nouns,4.2
2408,epäilty,איש,nouns,0.55
2409,valittaa,לטעון,verbs,1.6
2410,luostari,מקלחת,nouns,0.0
2411,huippu,חמישי,adjectives,0.3
2412,vanha,טרי,adjectives,0.7
2413,luokka,כאוס,nouns,0.1
2414,hyväksyä,לאשר,verbs,3.6
2415,oikeudenkäynti,פסיקה,nouns,1.8
2416,edellyttää,לברר,verbs,0.85
2417,painava,גדול,adjectives,1.35
2418,hiiri,חולדה,nouns,2.8
2419,ostaa,לגנוב,verbs,0.65
2420,tavata,לעזוב,verbs,0.35
2421,maali,מנצח,nouns,0.95
2422,lanka,פתיל,nouns,4.4
2423,poika,אורז,nouns,0.2
2424,mehu,תפוח,nouns,1.0
2425,kikattaa,לצחוק,verbs,4.7
2426,krokotiili,לטאה,nouns,2.95
2427,lattia,גג,nouns,1.15
2428,työläinen,משרד,nouns,0.95
2429,naudanliha,בקר,nouns,3.3
2430,laiska,יקר ערך,adjectives,0.0
2431,vaahtera,אלון,nouns,1.95
2432,häntä,עורף,nouns,1.3
2433,töykeä,רועש,adjectives,0.55
2434,pallo,תחפושת,nouns,0.2
2435,äänekkäästi,נורא,adverbs,0.45
2436,eteishalli,כיתה,nouns,0.95
2437,fonologia,מסך,nouns,0.25
2438,mies,חשוד,nouns,0.55
2439,kokous,אסיפה,nouns,4.75
2440,suola,מים,nouns,0.65
2441,ystävä,מורה,nouns,0.75
2442,sekoitettu,ישן,adjectives,0.0
2443,kiistellä,להתלונן,verbs,1.6
2444,pitää päällä,לשחוק,verbs,0.25
2445,magistraatti,דין,nouns,1.8
2446,avain,מנעול,nouns,1.2
2447,käyttökelpoinen,בלתי אפשרי,adjectives,0.7
2448,sopivuussäännöt,חוק,nouns,2.55
2449,luovasti,במקור,adverbs,0.8
2450,tappaa,להגן,verbs,0.6
2451,kärsimätön,חרד,adjectives,1.35
2452,hallinto,הנהלה,nouns,2.75
2453,kokoontua,להיפגש,verbs,4.15
2454,sivilisaatio,אורח חיים,nouns,0.85
2455,kulmakarva,עין,nouns,1.05
2456,onnellinen,כועס,adjectives,0.7
2457,sali,מעבר,nouns,1.25
2458,ajatella,להחליט,verbs,1.4
2459,kirja,נושא,nouns,0.72
2460,parapsykologia,נוירופסיכולוגיה,nouns,1.55
2461,moottoritie,משימה,nouns,0.0
2462,rikkoa,לסדוק,verbs,3.95
2463,lukija,סופר,nouns,1.15
2464,oikeudenmukaisuus,בית דין,nouns,1.85
2465,huilu,מוזיקה,nouns,1.2
2466,talous,מערכת אקולוגית,nouns,0.9
2467,salaatti,חומץ,nouns,0.75
2468,murhe,בושה,nouns,1.25
2469,sivuuttaa,להדפיס,verbs,0.1
2470,fiksu,אינטליגנטי,adjectives,5.45
2471,käsi,מפרק,nouns,2.0
2472,kirsikka,תות,nouns,1.7
2473,suklaa,פאי,nouns,0.8
2474,rabbi,מורה,nouns,2.2
2475,auto,מעלית,nouns,0.45
2476,monitahokas,שחקן,nouns,0.65
2477,veljenpoika,דודה,nouns,1.05
2478,strutsi,פרדס,nouns,0.1
2479,kaatua,למעוד,verbs,3.85
2480,infektio,נטייה,nouns,0.05
2481,lannistaa,להיכשל,verbs,0.75
2482,kirjekuori,קישוט,nouns,0.25
2483,epäluonnollisesti,באופן שלילי,adverbs,0.65
2484,korvaaminen,החלפה,nouns,3.95
2485,kamera,נשיא,nouns,0.05
2486,tavallinen,מדהים,adjectives,0.6
2487,syyttää,לדחוף,verbs,0.2
2488,perustuslaki,סנט,nouns,0.8
2489,lääkäri,דוקטור,nouns,5.15
2490,pää,אף,nouns,1.35
2491,kummitella,להבהיל,verbs,1.15
2492,oppilas,נשיא,nouns,0.4
2493,mieli,נוירוזה,nouns,0.95
2494,sitoumus,פגישה,nouns,0.6
2495,pitkä,קצר,adjectives,0.7
2496,vektori,מטריצה,nouns,1.95
2497,tutka,ג'ויסטיק,nouns,0.3
2498,häpeissään oleva,צנוע,adjectives,1.15
2499,kapea,רחב,adjectives,0.65
2500,nurkka,אזור,nouns,1.15
2501,komero,בגדים,nouns,0.75
2502,paha,מושחת,adjectives,2.75
2503,purkki,בקבוק,nouns,2.55
2504,puhua,להקשיב,verbs,0.8
2505,miehet,אחוה,nouns,1.25
2506,utu,ענן,nouns,2.6
2507,käsivarsi,וריד,nouns,0.8
2508,metalli,פח,nouns,1.25
2509,poika,אבא,nouns,1.7
2510,kävellä,לצלוע,verbs,1.85
2511,kirja,תורה,nouns,2.05
2512,tanssi,שמלה,nouns,0.45
2513,vaalit,בחירה,nouns,2.55
2514,hullu,חולה,adjectives,1.4
2515,tarpeellinen,מיותר,adjectives,0.75
2516,koulu,ציון,nouns,1.2
2517,korkeakoulu,מקצוע,nouns,0.8
2518,käyttämätön,חדש,adjectives,4.4
2519,hevonen,סוסון,nouns,2.75
2520,letku,גינה,nouns,0.85
2521,varovasti,בקפידה,adverbs,3.65
2522,ihanteellisesti,מכנית,adverbs,0.15
2523,samankaltainen,זהה,adjectives,3.85
2524,merenranta,גדה,nouns,3.1
2525,ilmailu,טיסה,nouns,2.75
2526,liittyä,להשתתף,verbs,2.55
2527,kiistää,לקבל,verbs,0.4
2528,lato,בית,nouns,1.85
2529,heikko,חזק,adjectives,0.7
2530,retki,מסע,nouns,4.35
2531,sisko,אח,nouns,2.4
2532,hevonen,כלב,nouns,1.45
2533,veli,ילד,nouns,2.5
2534,todistaa,להתווכח,verbs,1.1
2535,ajatella,לזכור,verbs,1.35
2536,päivällinen,תרנגולת,nouns,1.05
2537,kummallinen,תמוה,adjectives,4.95
2538,yrittää,להצליח,verbs,1.3
2539,riisi,עוף,nouns,0.85
2540,kirja,תאונה,nouns,0.0
2541,äiti,חבר,nouns,1.15
2542,vaatetettu,מכוסה,adjectives,2.55
2543,karata,למצוא,verbs,0.6
2544,syntymäpäivä,תאריך,nouns,1.85
2545,logiikka,אינטליגנציה,nouns,2.7
2546,pitää,להחזיק,verbs,3.45
2547,yhdistelmä,איחוד,nouns,3.3
2548,biologi,מיקרוסקופ,nouns,0.75
2549,ottaa osaa,לשתף,verbs,2.05
2550,kirkontorni,קפלה,nouns,1.9
2551,kaura,שדה,nouns,1.25
2552,yksityinen,ציבורי,adjectives,0.7
2553,taistella,לחלוק,verbs,1.3
2554,varastaa,לרכוש,verbs,1.4
2555,kämppä,צריף,nouns,3.75
2556,munuainen,איבר,nouns,2.3
2557,profeetta,כומר,nouns,1.55
2558,peitto,מיטה,nouns,1.0
2559,ahdistunut,עצבני,adjectives,1.35
2560,niemimaa,אי,nouns,1.8
2561,sänky,מרפאה,nouns,0.6
2562,hyväksyä,להכחיש,verbs,0.4
2563,kampanja,קוף,nouns,0.0
2564,auringonnousu,שקיעה,nouns,1.6
2565,laulaja,שחקן,nouns,1.55
2566,metri,יארד,nouns,3.0
2567,kutistua,להקטין,verbs,3.1
2568,mies,בעל,nouns,3.25
2569,jättää,להיכנס,verbs,0.45
2570,lukea,להבין,verbs,1.05
2571,kuljettaa,לעצור,verbs,0.55
2572,epätäsmällisesti,בדיוק,adverbs,0.7
2573,suositella,לייעץ,verbs,2.95
2574,mennä,לשלוח,verbs,0.45
2575,ymmärtää,לקלוט,verbs,4.4
2576,lattia,דלת,nouns,0.95
2577,kylpy,רעיה,nouns,0.05
2578,puhua,ללחוש,verbs,2.5
2579,rohkaista,לדכא,verbs,0.7
2580,viha,זעם,nouns,4.75
2581,anatomia,ביולוגיה,nouns,2.65
2582,onnettomuus,אסון,nouns,4.25
2583,imeä itseensä,להחזיק,verbs,0.2
2584,hallitus,לטאה,nouns,0.05
2585,helmi,כסף,nouns,0.65
2586,taksi,מכונית,nouns,2.95
2587,kahdesti,תמיד,adverbs,0.85
2588,kaava,משוואה,nouns,4.1
2589,lainata,לרצות,verbs,0.5
2590,erilainen,נורמלי,adjectives,0.65
2591,sakkaroosi,פחמימה,nouns,2.5
2592,äänekäs,חצוף,adjectives,0.55
2593,poika,שותף,nouns,0.95
2594,lapsellinen,טיפשי,adjectives,1.35
2595,jumaloida,להתפעל,verbs,4.1
2596,kallisarvoinen,עצלן,adjectives,0.0
2597,iloinen,כועס,adjectives,0.55
2598,tähdätä,להכות,verbs,1.0
2599,sänky,חדר שינה,nouns,1.15
2600,leikkiä,לריב,verbs,1.15
2601,halailla,להתחבק,verbs,4.15
2602,paketti,משאית,nouns,0.4
2603,kanjoni,עמק,nouns,4.1
2604,opettaa,להעניש,verbs,0.85
2605,tunnettu,טוב,adjectives,0.4
2606,päättää,לבחור,verbs,3.05
2607,kasvisto,טבע,nouns,2.35
2608,käsivarsi,שריר,nouns,1.3
2609,pahentaa,להטריח,verbs,0.3
2610,yhtenäisesti,לפעמים,adverbs,0.3
2611,perhonen,ורד,nouns,0.4
2612,keittiö,אמבטיה,nouns,1.4
2613,olettaa,לחזות,verbs,3.0
2614,taistelu,לוחמנות,nouns,2.45
2615,tunneli,שביל,nouns,1.0
2616,vetäytyä,לפרוש,verbs,2.65
2617,jogurtti,בקר,nouns,0.65
2618,globalismi,ויזה,nouns,0.6
2619,epätoivo,אומללות,nouns,2.95
2620,kylpy,עץ,nouns,0.1
2621,juuri,דשא,nouns,1.15
2622,kouluttaa,ללמד,verbs,4.15
2623,mekaanisesti,באופן אידיאלי,adverbs,0.15
2624,pariskunta,צמד,nouns,5.25
2625,ennuste,מעונן,nouns,1.0
2626,koditon,מיליונר,nouns,0.6
2627,todistaa,להסביר,verbs,2.0
2628,varmasti,בברור,adverbs,3.35
2629,varmistaa,להגיד,verbs,0.9
2630,itsenäisesti,באופן אחראי,adverbs,1.5
2631,vaunut,מכונית,nouns,1.7
2632,luokkahuone,פרוזדור,nouns,0.95
2633,kuutio,צעצוע,nouns,0.9
2634,keraaminen esine,קדרות,nouns,3.85
2635,pikkuruinen,עצום,adjectives,0.7
2636,cocktail,אלכוהול,nouns,2.4
2637,ennustaa,להניח,verbs,0.3
2638,manageri,מנהיג,nouns,3.3
2639,ilmiselvästi,בוודאי,adverbs,3.6
2640,vapaus,נווה מדבר,nouns,0.25
2641,kova,קשיח,adjectives,3.35
2642,dinosaurus,פיל,nouns,1.3
2643,mansikka,דובדבן,nouns,1.7
2644,jänis,חתול,nouns,1.3
2645,pikainen,מהיר,adjectives,4.65
